article_id,title,year,issue,volume,pdf_url
1760,紫杉醇致重症过敏反应,1999,2,1,https://www.cadrj.com/CN/PDF/1760
1761,硫酸吗啡控释片疑致严重血压下降,1999,2,1,https://www.cadrj.com/CN/PDF/1761
1762,甘利欣注射液致过敏性休克2例,1999,2,1,https://www.cadrj.com/CN/PDF/1762
1763,穿琥宁注射液引起过敏性休克2例,1999,2,1,https://www.cadrj.com/CN/PDF/1763
1764,穿琥宁注射液致白细胞锐减3例,1999,2,1,https://www.cadrj.com/CN/PDF/1764
1765,穿琥宁注射液致药热反应3例,1999,2,1,https://www.cadrj.com/CN/PDF/1765
364,复方丹参注射液致急性腹泻,1999,2,1,https://www.cadrj.com/CN/PDF/364
1766,克感沙星致变态反应,1999,2,1,https://www.cadrj.com/CN/PDF/1766
2314,复方丹参注射液致中枢神经系统不良反应,1999,2,1,https://www.cadrj.com/CN/PDF/2314
2315,盐酸氟桂利嗪致抑郁症,1999,2,1,https://www.cadrj.com/CN/PDF/2315
2316,抗癫痫新药——托吡酯,1999,2,1,https://www.cadrj.com/CN/PDF/2316
2317,药物流行病学调查研究,1999,2,1,https://www.cadrj.com/CN/PDF/2317
2318,抗高血压药物再评价(Ⅲ),1999,3,1,https://www.cadrj.com/CN/PDF/2318
2319,拉米夫定的不良反应,1999,3,1,https://www.cadrj.com/CN/PDF/2319
2320,218份病例调查报告,1999,3,1,https://www.cadrj.com/CN/PDF/2320
2321,拉米夫定临床安全性研究,1999,3,1,https://www.cadrj.com/CN/PDF/2321
2322,126例药品不良反应报告与治疗费用,1999,3,1,https://www.cadrj.com/CN/PDF/2322
2323,东莨菪碱加剧呼吸困难的初步探讨,1999,3,1,https://www.cadrj.com/CN/PDF/2323
2324,噻氯匹定致药物性肝损害,1999,3,1,https://www.cadrj.com/CN/PDF/2324
2325,药品不良反应监测管理办法(试行),1999,3,1,https://www.cadrj.com/CN/PDF/2325
1707,系列问题7——继发反应是否为药物本身的效应？,1999,3,1,https://www.cadrj.com/CN/PDF/1707
2326,阿卡波糖的不良反应监测,1999,3,1,https://www.cadrj.com/CN/PDF/2326
2457,系列问答8——如何预防首剂效应？,1999,3,1,https://www.cadrj.com/CN/PDF/2457
2327,抗变态反应药物引起的变态反应,1999,3,1,https://www.cadrj.com/CN/PDF/2327
2328,细菌耐药现状及对策,1999,3,1,https://www.cadrj.com/CN/PDF/2328
2329,甘露醇的不良反应与防治,1999,3,1,https://www.cadrj.com/CN/PDF/2329
2458,系列问答9——后遗效应是一种暂时性的还是永久性的效应？,1999,3,1,https://www.cadrj.com/CN/PDF/2458
2330,散利痛致急性肾功能衰竭,1999,3,1,https://www.cadrj.com/CN/PDF/2330
2331,小剂量阿司匹林肠溶片致溃疡性结肠炎,1999,3,1,https://www.cadrj.com/CN/PDF/2331
2332,消炎痛与别嘌醇合用引发不良反应,1999,3,1,https://www.cadrj.com/CN/PDF/2332
2333,安痛定注射液引起溶血性贫血,1999,3,1,https://www.cadrj.com/CN/PDF/2333
2334,福辛普利致口唇部血管性水肿,1999,3,1,https://www.cadrj.com/CN/PDF/2334
2335,药物致免疫性血小板减少紫癜3例,1999,3,1,https://www.cadrj.com/CN/PDF/2335
2336,氨茶碱致低血钾3例,1999,3,1,https://www.cadrj.com/CN/PDF/2336
2337,能量注射液诱发心源性哮喘,1999,3,1,https://www.cadrj.com/CN/PDF/2337
2338,缩宫素致高热、寒战,1999,3,1,https://www.cadrj.com/CN/PDF/2338
2339,多潘立酮致男性乳房发育症3例,1999,3,1,https://www.cadrj.com/CN/PDF/2339
2340,头孢甲肟针剂引起眩晕,1999,3,1,https://www.cadrj.com/CN/PDF/2340
2341,磷霉素致过敏性休克,1999,3,1,https://www.cadrj.com/CN/PDF/2341
2342,左氧氟沙星注射液致重症过敏性药疹,1999,3,1,https://www.cadrj.com/CN/PDF/2342
2343,阿托品救治有机磷农药中毒致房颤3例,1999,3,1,https://www.cadrj.com/CN/PDF/2343
2344,红茴香针剂导致严重心律失常2例,1999,3,1,https://www.cadrj.com/CN/PDF/2344
2345,诺氟沙星致过敏性肺泡炎,1999,3,1,https://www.cadrj.com/CN/PDF/2345
2346,复方青黛丸致便血2例,1999,3,1,https://www.cadrj.com/CN/PDF/2346
2347,环丙沙星注射液致血尿2例,1999,3,1,https://www.cadrj.com/CN/PDF/2347
2348,环丙沙星注射液致急性肾功能衰竭,1999,3,1,https://www.cadrj.com/CN/PDF/2348
2349,环丙沙星注射液致精神异常,1999,3,1,https://www.cadrj.com/CN/PDF/2349
2350,环丙沙星注射液致脱发2例,1999,3,1,https://www.cadrj.com/CN/PDF/2350
80,环丙沙星致过敏性休克,1999,3,1,https://www.cadrj.com/CN/PDF/80
2351,诺氟沙星引起小儿剧烈头痛,1999,3,1,https://www.cadrj.com/CN/PDF/2351
2352,培氟沙星注射液致双下肢剧痛,1999,3,1,https://www.cadrj.com/CN/PDF/2352
2353,氧氟沙星注射液致耳聋,1999,3,1,https://www.cadrj.com/CN/PDF/2353
2354,氧氟沙星致嗅觉障碍,1999,3,1,https://www.cadrj.com/CN/PDF/2354
2355,氟罗沙星引起精神失常,1999,3,1,https://www.cadrj.com/CN/PDF/2355
2356,氟罗沙星致肉眼血尿,1999,3,1,https://www.cadrj.com/CN/PDF/2356
2357,新型质子泵抑制剂——泮托拉唑,1999,3,1,https://www.cadrj.com/CN/PDF/2357
2358,新一代抗痤疮药——阿达帕林,1999,3,1,https://www.cadrj.com/CN/PDF/2358
2359,粒细胞-巨噬细胞集落刺激因子致重症变态反应,1999,3,1,https://www.cadrj.com/CN/PDF/2359
2360,药物流行病学调查研究,1999,3,1,https://www.cadrj.com/CN/PDF/2360
2361,酚磺乙胺(止血敏)致药物热,1999,3,1,https://www.cadrj.com/CN/PDF/2361
2362,“沙坦”类新抗高血压药的新挫折,2000,1,2,https://www.cadrj.com/CN/PDF/2362
2363,药物代谢性相互作用研究进展,2000,1,2,https://www.cadrj.com/CN/PDF/2363
2364,壮骨关节丸不良反应原因分析,2000,1,2,https://www.cadrj.com/CN/PDF/2364
2365,壮骨关节丸引起肝损害与费用分析,2000,1,2,https://www.cadrj.com/CN/PDF/2365
2366,药物致非心源性肺水肿的诊断与急救分析,2000,1,2,https://www.cadrj.com/CN/PDF/2366
2367,雷公藤多苷治疗肾小球疾病不良反应观察,2000,1,2,https://www.cadrj.com/CN/PDF/2367
2368,410例喹诺酮类药物不良反应文献分析,2000,1,2,https://www.cadrj.com/CN/PDF/2368
2369,165例药源性疾病的调查,2000,1,2,https://www.cadrj.com/CN/PDF/2369
2462,系列问答10——何谓ADE？,2000,1,2,https://www.cadrj.com/CN/PDF/2462
2463,系列问答11——特一直反应和什么因素有关？,2000,1,2,https://www.cadrj.com/CN/PDF/2463
2464,系列问答12——药物变态反应是一种什么样的反应？,2000,1,2,https://www.cadrj.com/CN/PDF/2464
2370,解放军总医院ADR监测工作进展,2000,1,2,https://www.cadrj.com/CN/PDF/2370
2371,中药引起肝损害的护理,2000,1,2,https://www.cadrj.com/CN/PDF/2371
2372,紫杉醇治疗肺癌不良反应的观察和护理,2000,1,2,https://www.cadrj.com/CN/PDF/2372
2373,药源性皮肤色素沉着,2000,1,2,https://www.cadrj.com/CN/PDF/2373
2374,药物引起的泌尿系统不良反应,2000,1,2,https://www.cadrj.com/CN/PDF/2374
2375,头孢唑啉钠致哮喘样发作伴快速型房颤3例,2000,1,2,https://www.cadrj.com/CN/PDF/2375
2376,头孢噻肟钠致不伴药疹的药热3例,2000,1,2,https://www.cadrj.com/CN/PDF/2376
2377,阿莫西林钠静脉滴注致呃逆,2000,1,2,https://www.cadrj.com/CN/PDF/2377
2378,别嘌醇致混合型药疹,2000,1,2,https://www.cadrj.com/CN/PDF/2378
2379,美托洛尔诱发阿什曼现象,2000,1,2,https://www.cadrj.com/CN/PDF/2379
2380,北京降压0号致心房纤颤,2000,1,2,https://www.cadrj.com/CN/PDF/2380
2381,糖皮质激素少见不良反应2例,2000,1,2,https://www.cadrj.com/CN/PDF/2381
2382,甲状腺素片致心律失常,2000,1,2,https://www.cadrj.com/CN/PDF/2382
370,胺碘酮引发甲亢、甲状腺小结节病变,2000,1,2,https://www.cadrj.com/CN/PDF/370
2383,他巴唑引起高热、腹泻,2000,1,2,https://www.cadrj.com/CN/PDF/2383
2384,注射用脂肪乳剂引起变态反应2例,2000,1,2,https://www.cadrj.com/CN/PDF/2384
2385,脑活素致过敏性休克2例,2000,1,2,https://www.cadrj.com/CN/PDF/2385
2386,蝮蛇抗栓酶致支气管哮喘3例,2000,1,2,https://www.cadrj.com/CN/PDF/2386
2387,雷公藤多苷致睾丸炎,2000,1,2,https://www.cadrj.com/CN/PDF/2387
2388,噻氯匹定、水合氯醛导致死亡各1例,2000,1,2,https://www.cadrj.com/CN/PDF/2388
2389,抑肽酶致过敏性休克死亡,2000,1,2,https://www.cadrj.com/CN/PDF/2389
2390,乙脑疫苗致过敏性休克,2000,1,2,https://www.cadrj.com/CN/PDF/2390
2391,麻疹疫苗致过敏性紫癜,2000,1,2,https://www.cadrj.com/CN/PDF/2391
2392,甲硝唑静滴致严重共济失调,2000,1,2,https://www.cadrj.com/CN/PDF/2392
2393,甲硝唑静滴致Ⅱ°房室传导阻滞,2000,1,2,https://www.cadrj.com/CN/PDF/2393
2394,甲硝唑静滴致白细胞、血小板减少,2000,1,2,https://www.cadrj.com/CN/PDF/2394
2395,吡拉西坦注射液致谷丙转氨酶升高,2000,1,2,https://www.cadrj.com/CN/PDF/2395
2396,吡拉西坦注射液引起过敏反应3例,2000,1,2,https://www.cadrj.com/CN/PDF/2396
2397,吡拉西坦注射液致舒张压降低,2000,1,2,https://www.cadrj.com/CN/PDF/2397
2398,金纳多注射液致失眠、大汗,2000,1,2,https://www.cadrj.com/CN/PDF/2398
2399,云南灯盏花注射液致过敏性休克,2000,1,2,https://www.cadrj.com/CN/PDF/2399
2400,刺五加注射液致过敏性休克,2000,1,2,https://www.cadrj.com/CN/PDF/2400
2401,双黄连粉针剂致白细胞减少,2000,1,2,https://www.cadrj.com/CN/PDF/2401
2402,老年性痴呆治疗药物——阿曲库铵,2000,1,2,https://www.cadrj.com/CN/PDF/2402
2403,肠溶阿司匹林致上消化道出血,2000,1,2,https://www.cadrj.com/CN/PDF/2403
2404,药物流行病学调查研究,2000,1,2,https://www.cadrj.com/CN/PDF/2404
2405,β-七叶皂苷钠引起全身药疹,2000,1,2,https://www.cadrj.com/CN/PDF/2405
2406,药物与高催乳素血症,2000,2,2,https://www.cadrj.com/CN/PDF/2406
2407,万古霉素与红人综合征,2000,2,2,https://www.cadrj.com/CN/PDF/2407
2408,大环内酯类抗生素的心脏毒性,2000,2,2,https://www.cadrj.com/CN/PDF/2408
2465,系列问答13——药物依赖性的含义是什么？,2000,2,2,https://www.cadrj.com/CN/PDF/2465
2466,系列问答14——药物依赖性分为几类？,2000,2,2,https://www.cadrj.com/CN/PDF/2466
2467,系列问答15——一些药物停用后为何出现撤药反应？,2000,2,2,https://www.cadrj.com/CN/PDF/2467
2409,34例滥用非麻醉性镇痛药浅析,2000,2,2,https://www.cadrj.com/CN/PDF/2409
2410,131例围手术期患者应用抗菌药物的调查分析,2000,2,2,https://www.cadrj.com/CN/PDF/2410
2411,489例药源性血尿文献分析,2000,2,2,https://www.cadrj.com/CN/PDF/2411
2412,非甾体类抗雄性激素药物引起的肝损害,2000,2,2,https://www.cadrj.com/CN/PDF/2412
2413,111例中药不良反应报告分析,2000,2,2,https://www.cadrj.com/CN/PDF/2413
1665,肠外营养的不良反应和并发症,2000,2,2,https://www.cadrj.com/CN/PDF/1665
2414,药物不良反应管理:诊断和信号,2000,2,2,https://www.cadrj.com/CN/PDF/2414
2415,草药监测的主要问题,2000,2,2,https://www.cadrj.com/CN/PDF/2415
2416,吗啡控释片引起排便困难的护理体会,2000,2,2,https://www.cadrj.com/CN/PDF/2416
2417,WHO国际药物监测合作计划成员国及参加时间,2000,2,2,https://www.cadrj.com/CN/PDF/2417
82,警惕药物与葡萄柚汁的相互作用,2000,2,2,https://www.cadrj.com/CN/PDF/82
1567,合理用药概念解析,2000,2,2,https://www.cadrj.com/CN/PDF/1567
1568,氟西汀致窦性心动过缓2例,2000,2,2,https://www.cadrj.com/CN/PDF/1568
1569,维生素E引起坐骨神经痛,2000,2,2,https://www.cadrj.com/CN/PDF/1569
1570,长春新硷化疗引起肠梗阻3例,2000,2,2,https://www.cadrj.com/CN/PDF/1570
1571,倍他米松下鼻甲封闭致嗅觉丧失,2000,2,2,https://www.cadrj.com/CN/PDF/1571
1572,氧氟沙星与葡萄糖注射液伍用致青光眼患者视力障碍,2000,2,2,https://www.cadrj.com/CN/PDF/1572
1573,静脉注射葡萄糖酸钙注射液致过敏性休克,2000,2,2,https://www.cadrj.com/CN/PDF/1573
1574,国产促肝细胞生长素的不良反应,2000,2,2,https://www.cadrj.com/CN/PDF/1574
1575,复方丹参注射液引起药物性肝炎,2000,2,2,https://www.cadrj.com/CN/PDF/1575
1576,葛根素注射液引起溶血3例,2000,2,2,https://www.cadrj.com/CN/PDF/1576
1577,金诺芬引起血尿,2000,2,2,https://www.cadrj.com/CN/PDF/1577
1578,亚胺培南/西司他丁钠引起严重精神障碍及肾功能损害,2000,2,2,https://www.cadrj.com/CN/PDF/1578
1579,静滴三磷酸腺苷致荨麻疹2例,2000,2,2,https://www.cadrj.com/CN/PDF/1579
1580,潘通注射液致不良反应3例,2000,2,2,https://www.cadrj.com/CN/PDF/1580
1581,西沙必利致小儿锥体外系反应,2000,2,2,https://www.cadrj.com/CN/PDF/1581
1582,门冬氨酸钾镁致药物热,2000,2,2,https://www.cadrj.com/CN/PDF/1582
1583,门冬氨酸钾镁引起严重高血压,2000,2,2,https://www.cadrj.com/CN/PDF/1583
1584,头孢曲松致重症急性心功能衰竭、脑水肿,2000,2,2,https://www.cadrj.com/CN/PDF/1584
1585,去痛片致严重龟头溃烂,2000,2,2,https://www.cadrj.com/CN/PDF/1585
1586,头孢氨苄胶囊致龟头溃烂,2000,2,2,https://www.cadrj.com/CN/PDF/1586
1587,硫普罗宁致过敏性休克,2000,2,2,https://www.cadrj.com/CN/PDF/1587
1588,镇痛新致过敏性休克,2000,2,2,https://www.cadrj.com/CN/PDF/1588
1589,雷尼替丁致过敏性休克,2000,2,2,https://www.cadrj.com/CN/PDF/1589
1590,头孢氨苄致过敏性休克,2000,2,2,https://www.cadrj.com/CN/PDF/1590
1591,头孢唑林注射液致过敏性休克,2000,2,2,https://www.cadrj.com/CN/PDF/1591
1592,哌拉西林钠致过敏性休克诱发急性心梗,2000,2,2,https://www.cadrj.com/CN/PDF/1592
1593,阿莫西林/克拉维酸钾致过敏性休克死亡,2000,2,2,https://www.cadrj.com/CN/PDF/1593
1594,吗丁啉致月经推迟,2000,2,2,https://www.cadrj.com/CN/PDF/1594
1595,吗丁啉致精神忧郁,2000,2,2,https://www.cadrj.com/CN/PDF/1595
1596,"大剂量安乃近,去痛片致急性白血病死亡",2000,2,2,https://www.cadrj.com/CN/PDF/1596
1597,优良缓泻剂—比沙可啶,2000,2,2,https://www.cadrj.com/CN/PDF/1597
1598,药物流行病学调查研究,2000,2,2,https://www.cadrj.com/CN/PDF/1598
1599,头孢氨苄胶囊致心律失常,2000,2,2,https://www.cadrj.com/CN/PDF/1599
1600,氨基糖苷类抗生素耳毒性的机制及处置,2000,3,2,https://www.cadrj.com/CN/PDF/1600
1601,中药不良反应概述,2000,3,2,https://www.cadrj.com/CN/PDF/1601
1544,普罗帕酮治疗阵发性室上速23例矛盾与对策,2000,3,2,https://www.cadrj.com/CN/PDF/1544
1545,利福平致肾功能损害32例文献分析,2000,3,2,https://www.cadrj.com/CN/PDF/1545
1546,抗菌药物临床应用分析,2000,3,2,https://www.cadrj.com/CN/PDF/1546
1602,氯氮平治疗260例患者的心电图分析,2000,3,2,https://www.cadrj.com/CN/PDF/1602
1547,中药及其制剂致过敏性休克131例分析,2000,3,2,https://www.cadrj.com/CN/PDF/1547
1603,在全国药品不良反应监测工作会议上的讲话,2000,3,2,https://www.cadrj.com/CN/PDF/1603
1604,"发展ADR监测中心,完善监测报告系统",2000,3,2,https://www.cadrj.com/CN/PDF/1604
1605,药师深入临床开展ADR监测,2000,3,2,https://www.cadrj.com/CN/PDF/1605
2166,头孢拉定致肾损害的观察,2000,3,2,https://www.cadrj.com/CN/PDF/2166
2167,榄香烯乳引起局部刺激反应的防治,2000,3,2,https://www.cadrj.com/CN/PDF/2167
2168,司帕沙星致严重光敏反应,2000,3,2,https://www.cadrj.com/CN/PDF/2168
2169,药物不良反应中的性别差异,2000,3,2,https://www.cadrj.com/CN/PDF/2169
2170,氟喹诺酮类药物的不良反应,2000,3,2,https://www.cadrj.com/CN/PDF/2170
2171,临床不合理用药现状分析,2000,3,2,https://www.cadrj.com/CN/PDF/2171
2172,氯氮平致大面积心肌梗死,2000,3,2,https://www.cadrj.com/CN/PDF/2172
2173,联苯双酯引起肝损害加重5例,2000,3,2,https://www.cadrj.com/CN/PDF/2173
2174,706代血浆致急性肾衰5例,2000,3,2,https://www.cadrj.com/CN/PDF/2174
2175,硝苯吡啶舌下含服致严重低血压2例,2000,3,2,https://www.cadrj.com/CN/PDF/2175
2176,西沙必利致尿频及失眠,2000,3,2,https://www.cadrj.com/CN/PDF/2176
2177,卡托普利致痉咳及血糖升高2例,2000,3,2,https://www.cadrj.com/CN/PDF/2177
2178,卡铂与依托泊苷治疗肺癌致肝功能损害观察,2000,3,2,https://www.cadrj.com/CN/PDF/2178
2179,环磷酰胺致严重皮肤损害,2000,3,2,https://www.cadrj.com/CN/PDF/2179
2180,林可霉素引起下肢无力3例,2000,3,2,https://www.cadrj.com/CN/PDF/2180
2181,蝮蛇抗栓酶致重症血小板减少性紫癜,2000,3,2,https://www.cadrj.com/CN/PDF/2181
2182,头孢曲松钠致急性肾功能损害2例,2000,3,2,https://www.cadrj.com/CN/PDF/2182
2183,头孢拉定口服致过敏性休克,2000,3,2,https://www.cadrj.com/CN/PDF/2183
2184,秋水仙碱致光敏性药疹,2000,3,2,https://www.cadrj.com/CN/PDF/2184
2185,静脉滴注利巴韦林致小儿酒醉貌面容2例,2000,3,2,https://www.cadrj.com/CN/PDF/2185
2186,普鲁卡因致高铁血红蛋白血症,2000,3,2,https://www.cadrj.com/CN/PDF/2186
2187,拉米夫定引起原有肝病加重死亡,2000,3,2,https://www.cadrj.com/CN/PDF/2187
2188,艾洛松乳膏致皮肤剧烈瘙痒,2000,3,2,https://www.cadrj.com/CN/PDF/2188
2189,胞二磷胆碱致精神异常,2000,3,2,https://www.cadrj.com/CN/PDF/2189
2190,庆大霉素静滴致心律失常,2000,3,2,https://www.cadrj.com/CN/PDF/2190
2191,庆大霉素雾化吸入致过敏性休克,2000,3,2,https://www.cadrj.com/CN/PDF/2191
2192,庆大霉素静滴致过敏性休克,2000,3,2,https://www.cadrj.com/CN/PDF/2192
2193,氧氟沙星静滴致精神症状,2000,3,2,https://www.cadrj.com/CN/PDF/2193
2194,氧氟沙星静滴致过敏性休克,2000,3,2,https://www.cadrj.com/CN/PDF/2194
2195,小剂量氧氟沙星致视力改变,2000,3,2,https://www.cadrj.com/CN/PDF/2195
2196,环丙沙星雾化吸入引起过敏性紫癜性肾炎导致死亡,2000,3,2,https://www.cadrj.com/CN/PDF/2196
2197,甲磺酸左旋氧氟沙星注射液致血白细胞减少,2000,3,2,https://www.cadrj.com/CN/PDF/2197
2198,赛若金(α-1b基因工程干扰素)引起过敏性紫癜,2000,3,2,https://www.cadrj.com/CN/PDF/2198
2199,脂肪乳剂致过敏反应,2000,3,2,https://www.cadrj.com/CN/PDF/2199
2200,脂肪乳剂致中枢神经系统不良反应,2000,3,2,https://www.cadrj.com/CN/PDF/2200
2201,利福平滴眼液致严重皮肤过敏,2000,3,2,https://www.cadrj.com/CN/PDF/2201
2202,坎地沙坦的药理与临床,2000,3,2,https://www.cadrj.com/CN/PDF/2202
2203,药物流行病学研究中的新方法,2000,3,2,https://www.cadrj.com/CN/PDF/2203
2204,蝮蛇抗栓酶致颈部巨大血肿,2000,3,2,https://www.cadrj.com/CN/PDF/2204
2468,系列问答16——诱发药物不良反应的因素有哪些?,2000,3,2,https://www.cadrj.com/CN/PDF/2468
2469,系列问答17——老年人的ADR发生率为何较高？,2000,3,2,https://www.cadrj.com/CN/PDF/2469
2470,系列问答18——小儿是否容易发生药物不良反应？,2000,3,2,https://www.cadrj.com/CN/PDF/2470
2471,系列问答19——性别和ADR的发生率有何关系？,2000,3,2,https://www.cadrj.com/CN/PDF/2471
2205,新兴的药学领域——药物基因组学,2000,4,2,https://www.cadrj.com/CN/PDF/2205
373,近年来有关中药配伍研究的进展,2000,4,2,https://www.cadrj.com/CN/PDF/373
924,膦甲酸钠诱发癫痫发作,2000,4,2,https://www.cadrj.com/CN/PDF/924
925,10877例北京市居民使用镇静催眠药的调查,2000,4,2,https://www.cadrj.com/CN/PDF/925
926,联苯双酯临床适应证的探讨,2000,4,2,https://www.cadrj.com/CN/PDF/926
