article_id,title,year,issue,volume,pages,pdf_url,doi,volumn_page
49e5178054fc4c8fb2bebbd32fd0f761,"Protocruzia, a highly ambiguous ciliate (Protozoa; Ciliophora): Very likely an ancestral form for Heterotrichea, Colpodea or Spirotrichea? With reevaluation of its evolutionary position based on multigene analyses",未知,1,53,,https://www.sciengine.com/doi/pdf/49e5178054fc4c8fb2bebbd32fd0f761,10.1007/s11427-010-0012-9,https://www.sciengine.com/SCLS/issue/53/1
8fc797c206734ffc83e18a62b36af2cb,The evolution of cooperation in asymmetric systems,未知,1,53,,https://www.sciengine.com/doi/pdf/8fc797c206734ffc83e18a62b36af2cb,10.1007/s11427-010-0007-6,https://www.sciengine.com/SCLS/issue/53/1
a7f166ede6ca448fa861ed0e1ad57b88,SCIENCE CHINAIn-Sight,未知,1,53,,https://www.sciengine.com/doi/pdf/a7f166ede6ca448fa861ed0e1ad57b88,10.1007/s11427-010-0018-3,https://www.sciengine.com/SCLS/issue/53/1
4c6b05a26c204dc899d0878522bd7649,It is not just AIV: From avian to swine-origin influenza virus,未知,1,53,,https://www.sciengine.com/doi/pdf/4c6b05a26c204dc899d0878522bd7649,10.1007/s11427-010-0017-4,https://www.sciengine.com/SCLS/issue/53/1
4254d3f360d14927bc6260fcde00d1f2,iPS cells——Alternative pluripotent cells to embryo stem cells,未知,1,53,,https://www.sciengine.com/doi/pdf/4254d3f360d14927bc6260fcde00d1f2,10.1007/s11427-010-0020-9,https://www.sciengine.com/SCLS/issue/53/1
133ee133602243cd917551f0a23a8070,Ascomycota has a faster evolutionary rate and higher species diversity than Basidiomycota,未知,10,53,,https://www.sciengine.com/doi/pdf/133ee133602243cd917551f0a23a8070,10.1007/s11427-010-4063-8,https://www.sciengine.com/SCLS/issue/53/10
317bc7e80cb8447781b4ffd30c3a28c2,New functional sites in MutS affect DNA mismatch repair,未知,10,53,,https://www.sciengine.com/doi/pdf/317bc7e80cb8447781b4ffd30c3a28c2,10.1007/s11427-010-4065-6,https://www.sciengine.com/SCLS/issue/53/10
e52b29367dd74e68871fa73e37d1238b,"Marek’s disease virus-encoded microRNAs:genomics,expression and function",未知,10,53,,https://www.sciengine.com/doi/pdf/e52b29367dd74e68871fa73e37d1238b,10.1007/s11427-010-4073-6,https://www.sciengine.com/SCLS/issue/53/10
bd21005ec1924d8d8ba994ed227e9cfd,Structural characteristics of the hydrophobic patch of azurin and its interaction with p53:a site-directed spin labeling study,未知,10,53,,https://www.sciengine.com/doi/pdf/bd21005ec1924d8d8ba994ed227e9cfd,10.1007/s11427-010-4069-2,https://www.sciengine.com/SCLS/issue/53/10
4d2fc110c5f94465bc067cfd2b5fdac1,Detecting CD20-Rituximab specific interactions on lymphoma cells using atomic force microscopy,未知,10,53,,https://www.sciengine.com/doi/pdf/4d2fc110c5f94465bc067cfd2b5fdac1,10.1007/s11427-010-4070-9,https://www.sciengine.com/SCLS/issue/53/10
5cb2a34bf9604f44bfa5dd3d23cc04b0,Cell-death-mode switch from necrosis to apoptosis in hydrogen peroxide treated macrophages,未知,10,53,,https://www.sciengine.com/doi/pdf/5cb2a34bf9604f44bfa5dd3d23cc04b0,10.1007/s11427-010-4075-4,https://www.sciengine.com/SCLS/issue/53/10
5fc6beeac456470e90a2f7d14d270ef3,Complex positive selection pressures drive the evolution of HIV-1 with different co-receptor tropisms,未知,10,53,,https://www.sciengine.com/doi/pdf/5fc6beeac456470e90a2f7d14d270ef3,10.1007/s11427-010-4066-5,https://www.sciengine.com/SCLS/issue/53/10
d01073c5db24404787c39f3361343c06,Retrovirus-mediated delivery of an IL-4 receptor antagonist inhibits allergic responses in a murine model of asthma,未知,10,53,,https://www.sciengine.com/doi/pdf/d01073c5db24404787c39f3361343c06,10.1007/s11427-010-4067-4,https://www.sciengine.com/SCLS/issue/53/10
dadc5ee4a1374f3b8ec8110b76150b47,Overexpression of theRap2.4ftranscriptional factor inArabidopsispromotes leaf senescence,未知,10,53,,https://www.sciengine.com/doi/pdf/dadc5ee4a1374f3b8ec8110b76150b47,10.1007/s11427-010-4068-3,https://www.sciengine.com/SCLS/issue/53/10
60caa22a59344e43963bc0862dea8f28,"Natural refuge crops,buildup of resistance,and zero-refuge strategy for Bt cotton in China",未知,10,53,,https://www.sciengine.com/doi/pdf/60caa22a59344e43963bc0862dea8f28,10.1007/s11427-010-4076-3,https://www.sciengine.com/SCLS/issue/53/10
bc0a6a4169e84dc98f8006baccc1b9cc,Phylogenetic status ofPneumocystisfrom corticosteroid-treated gerbils,未知,10,53,,https://www.sciengine.com/doi/pdf/bc0a6a4169e84dc98f8006baccc1b9cc,10.1007/s11427-010-4074-5,https://www.sciengine.com/SCLS/issue/53/10
07e2bef5c41b4b2b9083b9bfe7935ff3,Identification ofPseudomonas aeruginosagenes associated with antibiotic susceptibility,未知,10,53,,https://www.sciengine.com/doi/pdf/07e2bef5c41b4b2b9083b9bfe7935ff3,10.1007/s11427-010-4071-8,https://www.sciengine.com/SCLS/issue/53/10
0c23862d2e254f779dfc60ebc0833ebb,Phenotype prediction of nonsynonymous single nucleotide polymorphisms in human phase II drug/xenobiotic metabolizing enzymes:perspectives on molecular evolution,未知,10,53,,https://www.sciengine.com/doi/pdf/0c23862d2e254f779dfc60ebc0833ebb,10.1007/s11427-010-4062-9,https://www.sciengine.com/SCLS/issue/53/10
b247b2cd489045b6930902517ceb8bc7,Identification of genes contributing to quantitative disease resistance in rice,未知,11,53,,https://www.sciengine.com/doi/pdf/b247b2cd489045b6930902517ceb8bc7,10.1007/s11427-010-4081-6,https://www.sciengine.com/SCLS/issue/53/11
c898f052543d4f748f4614c189146755,Molecular basis of cryptorchidism-induced infertility,未知,11,53,,https://www.sciengine.com/doi/pdf/c898f052543d4f748f4614c189146755,10.1007/s11427-010-4072-7,https://www.sciengine.com/SCLS/issue/53/11
6cdeea96f32f4780bb4c09dc3adc15ba,Research progress in Shigella in the postgenomic era,未知,11,53,,https://www.sciengine.com/doi/pdf/6cdeea96f32f4780bb4c09dc3adc15ba,10.1007/s11427-010-4089-y,https://www.sciengine.com/SCLS/issue/53/11
7834f9acc2e744bd92a1b3d26d8d624c,Invasive mechanism and control strategy ofAgeratina adenophora(Sprengel),未知,11,53,,https://www.sciengine.com/doi/pdf/7834f9acc2e744bd92a1b3d26d8d624c,10.1007/s11427-010-4080-7,https://www.sciengine.com/SCLS/issue/53/11
f3c6f325c342460187fc3b7708def076,A membrane-tethered transcription factor ANAC089 negatively regulates floral initiation inArabidopsis thaliana,未知,11,53,,https://www.sciengine.com/doi/pdf/f3c6f325c342460187fc3b7708def076,10.1007/s11427-010-4085-2,https://www.sciengine.com/SCLS/issue/53/11
3199813091024261aa85583587e85a50,Stress responsive geneCIPK14is involved in phytochrome A-mediated far-red light inhibition of greening inArabidopsis,未知,11,53,,https://www.sciengine.com/doi/pdf/3199813091024261aa85583587e85a50,10.1007/s11427-010-4078-1,https://www.sciengine.com/SCLS/issue/53/11
297a147c80f249e89368416aec7e2e6b,Expression pattern and core region analysis ofAtMPK3promoter in response to environmental stresses,未知,11,53,,https://www.sciengine.com/doi/pdf/297a147c80f249e89368416aec7e2e6b,10.1007/s11427-010-4079-0,https://www.sciengine.com/SCLS/issue/53/11
097b60a7a18b47f68893dd564e8d09c9,Short exposure to paclitaxel induces multipolar spindle formation and aneuploidy through promotion of acentrosomal pole assembly,未知,11,53,,https://www.sciengine.com/doi/pdf/097b60a7a18b47f68893dd564e8d09c9,10.1007/s11427-010-4086-1,https://www.sciengine.com/SCLS/issue/53/11
f5b14dd8bf9448e9bedf5d13d849c5f4,Mechanism of fluorescent cocoon sex identification for silkwormsBombyx mori,未知,11,53,,https://www.sciengine.com/doi/pdf/f5b14dd8bf9448e9bedf5d13d849c5f4,10.1007/s11427-010-4084-3,https://www.sciengine.com/SCLS/issue/53/11
dffc43fc83f1411aa5413072a2b006a8,Construction of mini-Tn4001 transposon vector forMycoplasma gallisepticum,未知,11,53,,https://www.sciengine.com/doi/pdf/dffc43fc83f1411aa5413072a2b006a8,10.1007/s11427-010-4082-5,https://www.sciengine.com/SCLS/issue/53/11
740de744bc36451581d24cd340e99532,A novel approach for assessing the susceptibility ofEscherichia colito antibiotics,未知,11,53,,https://www.sciengine.com/doi/pdf/740de744bc36451581d24cd340e99532,10.1007/s11427-010-4087-0,https://www.sciengine.com/SCLS/issue/53/11
2b52ea7982e94e198ddc577d162356a9,Chronic morphine treatment decreases acoustic startle response and prepulse inhibition in rats,未知,11,53,,https://www.sciengine.com/doi/pdf/2b52ea7982e94e198ddc577d162356a9,10.1007/s11427-010-4077-2,https://www.sciengine.com/SCLS/issue/53/11
d605aebd18f64fa9a9442738ab566e37,Emotional expectations influence neural sensitivity to fearful faces in humans:An event-related potential study,未知,11,53,,https://www.sciengine.com/doi/pdf/d605aebd18f64fa9a9442738ab566e37,10.1007/s11427-010-4083-4,https://www.sciengine.com/SCLS/issue/53/11
a2643f1cbb6944c89b266f3a91b04f47,Ideotype root architecture for efficient nitrogen acquisition by maize in intensive cropping systems,未知,12,53,,https://www.sciengine.com/doi/pdf/a2643f1cbb6944c89b266f3a91b04f47,10.1007/s11427-010-4097-y,https://www.sciengine.com/SCLS/issue/53/12
796507f5908d4a46a77acf4fabe87f15,"A 60-year journey of mycorrhizal research in China: Past, present and future directions",未知,12,53,,https://www.sciengine.com/doi/pdf/796507f5908d4a46a77acf4fabe87f15,10.1007/s11427-010-4096-z,https://www.sciengine.com/SCLS/issue/53/12
61d876c560994fd58e2807d9b16f4c8e,Formaldehyde stress,未知,12,53,,https://www.sciengine.com/doi/pdf/61d876c560994fd58e2807d9b16f4c8e,10.1007/s11427-010-4112-3,https://www.sciengine.com/SCLS/issue/53/12
d9858676c1aa4e53a7a1e0dcfbc78ed9,TEE monitoring for RA-horizontal paradoxical arterial air embolism during sitting-position surgery,未知,12,53,,https://www.sciengine.com/doi/pdf/d9858676c1aa4e53a7a1e0dcfbc78ed9,10.1007/s11427-010-4093-2,https://www.sciengine.com/SCLS/issue/53/12
883a5121a7114fbab9401791e79ac23f,Stable isotope labelled mass spectrometry for quantification of the relative abundances for expressed proteins induced by PeaT1,未知,12,53,,https://www.sciengine.com/doi/pdf/883a5121a7114fbab9401791e79ac23f,10.1007/s11427-010-4091-4,https://www.sciengine.com/SCLS/issue/53/12
d0de12d755d246c6be4085192816a837,Modeling columnar spatiotemporal dynamics of nitric oxide as a primary controlling element of arteriole dilation during neurovascular coupling,未知,12,53,,https://www.sciengine.com/doi/pdf/d0de12d755d246c6be4085192816a837,10.1007/s11427-010-4095-0,https://www.sciengine.com/SCLS/issue/53/12
357b24058a224d768b3861e53b4233c4,Endogenous enkephalin does not contribute to the cerebral anti-hyperalgesic action of gabapentin,未知,12,53,,https://www.sciengine.com/doi/pdf/357b24058a224d768b3861e53b4233c4,10.1007/s11427-010-4092-3,https://www.sciengine.com/SCLS/issue/53/12
ef7d0b3b308d4e54aed6633a76a56da8,Effects of confined space and near vision stimulation on refractive status and vitreous chamber depth in adolescent rhesus monkeys,未知,12,53,,https://www.sciengine.com/doi/pdf/ef7d0b3b308d4e54aed6633a76a56da8,10.1007/s11427-010-4099-9,https://www.sciengine.com/SCLS/issue/53/12
bec68efe59524cc3bb8079e63e3bd82d,"Identification of an avirulence gene,avrxa5, from the rice pathogenXanthomonas oryzaepv.oryzae",未知,12,53,,https://www.sciengine.com/doi/pdf/bec68efe59524cc3bb8079e63e3bd82d,10.1007/s11427-010-4109-y,https://www.sciengine.com/SCLS/issue/53/12
a59f8ca1c0ff4fbc99986376d1c3209e,"Ectopic expression of foxtail millet zip-like gene,SiPf40, in transgenic rice plants causes a pleiotropic phenotype affecting tillering, vascular distribution and root development",未知,12,53,,https://www.sciengine.com/doi/pdf/a59f8ca1c0ff4fbc99986376d1c3209e,10.1007/s11427-010-4090-5,https://www.sciengine.com/SCLS/issue/53/12
d59bab2dba234ab38165cc80d82bf7e2,Combined effects of chromium and arsenic on rice seedlings (Oryza sativaL.) growth in a solution culture supplied with or without P fertilizer,未知,12,53,,https://www.sciengine.com/doi/pdf/d59bab2dba234ab38165cc80d82bf7e2,10.1007/s11427-010-4110-5,https://www.sciengine.com/SCLS/issue/53/12
a5a7a18562d64ad18ed174d729e72a06,A web-based platform for rice microarray annotation and data analysis,未知,12,53,,https://www.sciengine.com/doi/pdf/a5a7a18562d64ad18ed174d729e72a06,10.1007/s11427-010-4101-6,https://www.sciengine.com/SCLS/issue/53/12
160bdd7ec02f4ae5a2a497de0a7ce76f,Effective connectivity of dorsal and ventral visual pathways in chunk decomposition,未知,12,53,,https://www.sciengine.com/doi/pdf/160bdd7ec02f4ae5a2a497de0a7ce76f,10.1007/s11427-010-4088-z,https://www.sciengine.com/SCLS/issue/53/12
1267716a8eae4fc39f7a1e5c1ea9806e,"Two special topics on the avian influenza virus and on epigenetics, have drawn much attention",未知,12,53,,https://www.sciengine.com/doi/pdf/1267716a8eae4fc39f7a1e5c1ea9806e,10.1007/s11427-010-4105-2,https://www.sciengine.com/SCLS/issue/53/12
d76e72b8258f4ab2b165b582058e1e4f,"NF-κB, a hot topic in biochemical and medical studies in China",未知,12,53,,https://www.sciengine.com/doi/pdf/d76e72b8258f4ab2b165b582058e1e4f,10.1007/s11427-010-4102-5,https://www.sciengine.com/SCLS/issue/53/12
ca53a108ce5549f88ab699be422ed80f,Sterility and fertility: Keys for crop production in China,未知,12,53,,https://www.sciengine.com/doi/pdf/ca53a108ce5549f88ab699be422ed80f,10.1007/s11427-010-4094-1,https://www.sciengine.com/SCLS/issue/53/12
600bcb3ef19a44de891f29d0c24f8459,Editorial,未知,2,53,,https://www.sciengine.com/doi/pdf/600bcb3ef19a44de891f29d0c24f8459,,https://www.sciengine.com/SCLS/issue/53/2
47f2b8198afc4ab8b7b90c594b752273,TRAF-mediated regulation of immune and inflammatory responses,未知,2,53,,https://www.sciengine.com/doi/pdf/47f2b8198afc4ab8b7b90c594b752273,10.1007/s11427-010-0050-3,https://www.sciengine.com/SCLS/issue/53/2
ef2e48c0fd91400eb92b2446a7e7a8ad,On self-nonself discrimination in pattern recognition,未知,2,53,,https://www.sciengine.com/doi/pdf/ef2e48c0fd91400eb92b2446a7e7a8ad,10.1007/s11427-010-0044-1,https://www.sciengine.com/SCLS/issue/53/2
b033c642116042038ee38907ab808af5,Plasmacytoid dendritic cells in antiviral immunity and autoimmunity,未知,2,53,,https://www.sciengine.com/doi/pdf/b033c642116042038ee38907ab808af5,10.1007/s11427-010-0045-0,https://www.sciengine.com/SCLS/issue/53/2
6d5adbecbad24a10bbc744cea54e070c,Structural immunology of costimualtory and coinhibitory molecules,未知,2,53,,https://www.sciengine.com/doi/pdf/6d5adbecbad24a10bbc744cea54e070c,10.1007/s11427-010-0043-2,https://www.sciengine.com/SCLS/issue/53/2
b47a2df2f65e4cf19890f8b20c44fd5c,A new role for T cells in dampening innate inflammatory responses,未知,2,53,,https://www.sciengine.com/doi/pdf/b47a2df2f65e4cf19890f8b20c44fd5c,10.1007/s11427-010-0040-5,https://www.sciengine.com/SCLS/issue/53/2
d189a16cb68d4bcbb45d8a3facf68a0f,Current humanized mouse models for studying human immunology and HIV-1 immuno-pathogenesis,未知,2,53,,https://www.sciengine.com/doi/pdf/d189a16cb68d4bcbb45d8a3facf68a0f,10.1007/s11427-010-0059-7,https://www.sciengine.com/SCLS/issue/53/2
8c13b7db0af6408189da044e07170d3e,Adult congenital diaphragmatic hernia of the liver: a rare case report,未知,2,53,,https://www.sciengine.com/doi/pdf/8c13b7db0af6408189da044e07170d3e,10.1007/s11427-010-0022-7,https://www.sciengine.com/SCLS/issue/53/2
220faff878094c60bc1af19010185da4,Construction of tissue-engineered cartilage using human placenta-derived stem cells,未知,2,53,,https://www.sciengine.com/doi/pdf/220faff878094c60bc1af19010185da4,10.1007/s11427-010-0016-5,https://www.sciengine.com/SCLS/issue/53/2
2843a3ce1d0e4c799bfb034417357283,Effects of chitosan/collagen substrates on the behavior of rat neural stem cells,未知,2,53,,https://www.sciengine.com/doi/pdf/2843a3ce1d0e4c799bfb034417357283,10.1007/s11427-010-0036-1,https://www.sciengine.com/SCLS/issue/53/2
22f7ebe5f64d4c798b28954be6d92675,TLR4 signaling induced TLR2 expression in the process of mimic cerebral ischemia/reperfusionin vitro,未知,2,53,,https://www.sciengine.com/doi/pdf/22f7ebe5f64d4c798b28954be6d92675,10.1007/s11427-010-0047-y,https://www.sciengine.com/SCLS/issue/53/2
0e0c029690e04f20bf1b28100ee19713,"Production of proinflammatory cytokines in the human THP-1 monocyte cell line following induction by Tp0751, a recombinant protein ofTreponema pallidum",未知,2,53,,https://www.sciengine.com/doi/pdf/0e0c029690e04f20bf1b28100ee19713,10.1007/s11427-010-0038-z,https://www.sciengine.com/SCLS/issue/53/2
b356951f04f54915a99b6f3b1e9ed5f6,Exploring the structural and functional effect of pRB by significant nsSNP in the coding region ofRB1gene causing retinoblastoma,未知,2,53,,https://www.sciengine.com/doi/pdf/b356951f04f54915a99b6f3b1e9ed5f6,10.1007/s11427-010-0039-y,https://www.sciengine.com/SCLS/issue/53/2
bcd6c975db6248b0b7cd9b1249300e90,Development of a high-throughput assay for the HIV-1 integrase disintegration reaction,未知,2,53,,https://www.sciengine.com/doi/pdf/bcd6c975db6248b0b7cd9b1249300e90,10.1007/s11427-010-0006-7,https://www.sciengine.com/SCLS/issue/53/2
85539322c3814e619b74bae37f195673,Microarray analysis of gene expression profiles in the bovine mammary gland during lactation,未知,2,53,,https://www.sciengine.com/doi/pdf/85539322c3814e619b74bae37f195673,10.1007/s11427-010-0034-3,https://www.sciengine.com/SCLS/issue/53/2
d6d5c50166be49a485ce7d17f15b4055,Olfactory receptor gene family evolution in stickleback and medaka fishes,未知,2,53,,https://www.sciengine.com/doi/pdf/d6d5c50166be49a485ce7d17f15b4055,10.1007/s11427-010-0025-4,https://www.sciengine.com/SCLS/issue/53/2
6f2b765276da41d7aba04560c4f374ed,The role ofMC1Rgene in buffalo coat color,未知,2,53,,https://www.sciengine.com/doi/pdf/6f2b765276da41d7aba04560c4f374ed,10.1007/s11427-010-0026-3,https://www.sciengine.com/SCLS/issue/53/2
adec4200a6e64399a72970007f575531,Generation and analysis of expressed sequence tags from the medicinal plantSalvia miltiorrhiza,未知,2,53,,https://www.sciengine.com/doi/pdf/adec4200a6e64399a72970007f575531,10.1007/s11427-010-0005-8,https://www.sciengine.com/SCLS/issue/53/2
8c30bfc72a08421a8572b9c45cb655d5,Quality differences between NILs of wheat variety Long 97-586 possessing HMW-GS 7+8 and 7,未知,2,53,,https://www.sciengine.com/doi/pdf/8c30bfc72a08421a8572b9c45cb655d5,10.1007/s11427-010-0046-z,https://www.sciengine.com/SCLS/issue/53/2
9607d846e4db4eed88512daf5786d46f,Enterobacterspp.: A new evidence causing bacterial wilt on mulberry,未知,2,53,,https://www.sciengine.com/doi/pdf/9607d846e4db4eed88512daf5786d46f,10.1007/s11427-010-0048-x,https://www.sciengine.com/SCLS/issue/53/2
807866c7fbf84be58a673a079d5c48bd,Neuroscience in China 2000-2009:Introduction,未知,3,53,,https://www.sciengine.com/doi/pdf/807866c7fbf84be58a673a079d5c48bd,10.1007/s11427-010-0066-8,https://www.sciengine.com/SCLS/issue/53/3
8158b771b30749688642f7f46aff224b,Axon guidance and neuronal migration research in China,未知,3,53,,https://www.sciengine.com/doi/pdf/8158b771b30749688642f7f46aff224b,10.1007/s11427-010-0068-6,https://www.sciengine.com/SCLS/issue/53/3
e0789ec7633b4a529bb7ceb48edd62f1,Synapse formation and remodeling,未知,3,53,,https://www.sciengine.com/doi/pdf/e0789ec7633b4a529bb7ceb48edd62f1,10.1007/s11427-010-0069-5,https://www.sciengine.com/SCLS/issue/53/3
98f6d2ef085446b4a0ffa1b06032399d,Progress in neural plasticity,未知,3,53,,https://www.sciengine.com/doi/pdf/98f6d2ef085446b4a0ffa1b06032399d,10.1007/s11427-010-0062-z,https://www.sciengine.com/SCLS/issue/53/3
253621b247cc4a06834629ecb3e900a5,Progress in glial cell studies in some laboratories in China,未知,3,53,,https://www.sciengine.com/doi/pdf/253621b247cc4a06834629ecb3e900a5,10.1007/s11427-010-0067-7,https://www.sciengine.com/SCLS/issue/53/3
69087a1a2e5b4714ae05a43c9958480f,Embryonic and adult neural stem cell research in China,未知,3,53,,https://www.sciengine.com/doi/pdf/69087a1a2e5b4714ae05a43c9958480f,10.1007/s11427-010-0070-z,https://www.sciengine.com/SCLS/issue/53/3
86fd51a1649540c7b2be84dd2bfb82d1,Ion channels in neuronal survival,未知,3,53,,https://www.sciengine.com/doi/pdf/86fd51a1649540c7b2be84dd2bfb82d1,10.1007/s11427-010-0060-1,https://www.sciengine.com/SCLS/issue/53/3
bf6700a1203c43d6a67f8f9a3cef93e8,Recent progress in neurodegenerative disorder research in China,未知,3,53,,https://www.sciengine.com/doi/pdf/bf6700a1203c43d6a67f8f9a3cef93e8,10.1007/s11427-010-0061-0,https://www.sciengine.com/SCLS/issue/53/3
79669e5bc16d4ff58541d89aad3df69f,Pain research in China,未知,3,53,,https://www.sciengine.com/doi/pdf/79669e5bc16d4ff58541d89aad3df69f,10.1007/s11427-010-0065-9,https://www.sciengine.com/SCLS/issue/53/3
e9de856f5ca74b32ba2755908197db9e,Visual neuroscience research in China,未知,3,53,,https://www.sciengine.com/doi/pdf/e9de856f5ca74b32ba2755908197db9e,10.1007/s11427-010-0071-y,https://www.sciengine.com/SCLS/issue/53/3
9b7bf464c221487297699538f2358a7b,Research progress onDrosophilavisual cognition in China,未知,3,53,,https://www.sciengine.com/doi/pdf/9b7bf464c221487297699538f2358a7b,10.1007/s11427-010-0073-9,https://www.sciengine.com/SCLS/issue/53/3
de43056a9c884d97b2bda7887f9b5a97,Computational neuroscience in China,未知,3,53,,https://www.sciengine.com/doi/pdf/de43056a9c884d97b2bda7887f9b5a97,10.1007/s11427-010-0063-y,https://www.sciengine.com/SCLS/issue/53/3
d22bc9cd28244ee4b8f5051e9af1dc33,Animal reproduction and physiology: from basis to application,未知,4,53,,https://www.sciengine.com/doi/pdf/d22bc9cd28244ee4b8f5051e9af1dc33,10.1007/s11427-010-0091-7,https://www.sciengine.com/SCLS/issue/53/4
a2081990a666496181e86c3ef78bc8ee,Integration mechanisms of transgenes and population fitness of GH transgenic fish,未知,4,53,,https://www.sciengine.com/doi/pdf/a2081990a666496181e86c3ef78bc8ee,10.1007/s11427-010-0088-2,https://www.sciengine.com/SCLS/issue/53/4
2bcc831a6f3844b6bf840513c3abc3ee,Genetic basis and breeding application of clonal diversity and dual reproduction modes in polyploidCarassius auratus gibelio,未知,4,53,,https://www.sciengine.com/doi/pdf/2bcc831a6f3844b6bf840513c3abc3ee,10.1007/s11427-010-0092-6,https://www.sciengine.com/SCLS/issue/53/4
