article_id,title,author,year,issue,volume,pdf_url
2943,肝移植术后患者的生存质量及其影响因素研究,"廖苑, 周英, 曾丽珍, 叶海丹, 郝元涛, 王东平, 房小翠",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2943
2944,肝胰十二指肠器官簇移植术后急性单核细胞白血病诊治特点,"郑永江, 李旭东, 赖文兴, 林东军",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2944
2945,肝移植术后结核病的诊断与治疗,"汪根树, 傅斌生, 郑向荣, 李敏如, 姜楠, 金海, 杨建旭, 李势辉, 张剑, 李华, 杨扬, 陈规划",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2945
2946,内镜下胃静脉套扎术治疗肝硬化门静脉高压急性胃底静脉曲张出血的随机对照研究,"郑丰平, 郭云蔚, 林显艺, 文卓夫, 吴斌",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2946
2947,Ki-67在肝细胞肝癌患者根治性肝切除术后短期肿瘤复发预测中的价值,"庞旭峰, 王祖森, 吴力群",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2947
2948,先天性胆道扩张症内引流术后合并巨大胆管结石一例,"王敬, 向昕",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2948
2949,肝细胞肝癌的微创消融治疗,"杨武威, 尉承泽",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2949
2950,前入路绕肝悬吊解剖性右半肝切除（附视频）,"刘超, 唐启彬, 余先焕, 张锐",2012,02,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2950
2951,肝移植相关技术在复杂肝脏肿瘤切除术中的应用,"周俭, 黄成, 樊嘉",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2951
2952,胆囊癌的外科分期治疗,"于勇, 姜小清",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2952
2953,经肝门板半肝阻断在肝细胞肝癌切除术中的应用研究,"李清汉, 甄作均, 陈应军, 陈焕伟, 计勇",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2953
2954,手术切除治疗中央型肝细胞肝癌临床分析,"周学平, 沈军, 王健东, 庄鹏远, 全志伟, 刘颖斌",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2954
2955,选择性肝静脉血流阻断术在肝血管瘤切除术中的应用,"杨远, 周伟平, 傅思源, 汪珍光, 顾方明, 吴孟超",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2955
2956,肝细胞肝癌胆道侵犯患者的临床病理学特点及手术疗效,"张谞丰, 刘学民, 李慕行, 魏涛, 吕毅",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2956
2957,胆管空肠吻合术重建胆道对肝移植患者术后胆道并发症的影响,"汪根树, 李华, 姜楠, 许赤, 杨建旭, 李势辉, 易述红, 张剑, 杨扬, 陈规划",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2957
2958,胆管空肠吻合术在肝移植术后肝外胆道并发症治疗中的应用价值,"李华, 汪根树, 傅斌生, 张彤, 朱曙光, 吴小材, 张剑, 杨杨, 陈规划",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2958
2959,急性肝衰竭大鼠血清TNF-α、IL-10水平的动态变化和TNF-α单克隆抗体护肝机制的探讨,"张宇锋, 陈淑如, 张英",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2959
2960,普萘洛尔对大鼠肝大部分切除术后肠道细菌移位的影响,"邓浩, 陈文哲, 潘卫东",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2960
2961,肝细胞肝癌淋巴结转移的研究进展,"张明迪, 王健东",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2961
2962,绕肝悬吊右半肝切除术（附视频）,"刘颖斌, 顾钧, 董平, 陆建华, 杨佳华",2012,03,01,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2962
2963,肝细胞肝癌的多学科协作组概念及其实践,"吕毅, 张谞丰",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2963
2964,巨大肝细胞肝癌手术切除技巧,"刘颖斌, 吴文广",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2964
2965,多层螺旋计算机体层摄影术三维重建在肝细胞肝癌患者治疗中的应用价值,"关连越, 杨永生, 刘宏宇, 梁娜, 张学文",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2965
2966,联合肝门板的肝门-空肠吻合术治疗肝移植术后缺血型胆道病变患者,"易述红, 易慧敏, 傅斌生, 孟炜, 李华, 许赤, 杨扬, 陈规划",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2966
2967,活体肝移植治疗终末期肝病患者12例,"张金辉, 赵晋明, 邵英梅, 季学闻, 邰沁文, 李涛, 吐尔干·艾力, 何翼彪, 温浩",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2967
2968,腹腔镜下胆总管切开取石术治疗胆总管结石患者的临床研究,"陈新桂, 黄河, 杨培生, 姚志成, 黄品助, 刘波",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2968
2969,胆囊切除术联合内镜下逆行性胰胆管造影术治疗胆囊结石合并胆总管结石患者,"苏正, 刘波, 刘建平, 李楚强, 叶啸",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2969
2970,肝细胞肝癌合并原发性胃部非霍奇金淋巴瘤的诊治特点,"姚志成, 刘波, 李明亮, 颜见, 钟跃思, 邓美海",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2970
2971,AFP、GPC3、ZHX2及ZBTB20基因在小鼠肝脏再生过程中的表达及其意义,"汤朝晖, 全志伟, 刘颖斌, 章卫平",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2971
2972,HSP70与PI3K/Akt信号通路在肝细胞肝癌组织中的表达及意义,"刘金钢, 李岩, 刘丹, 李航宇",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2972
2973,肝细胞肝癌合并肝静脉、下腔静脉及右心房癌栓的诊断与治疗,"郭宇, 陈规划",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2973
2974,肝尾状叶切除术（附视频）,"刘颖斌, 顾钧, 董平, 陆建华, 杨佳华",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2974
2975,肝中叶切除术的技术要点,"高顺良, 白雪莉, 张匀, 梁廷波",2013,01,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2975
2976,肝切除术中间歇阻断与不阻断第一肝门入肝血流的选择,"耿小平, 魏猛",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2976
2977,活体肝移植供受体术前评估的影像学技术,"郭佑民, 邓蕾",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2977
2978,早期肝细胞肝癌患者的手术治疗方法选择,"许鑫森, 曲凯, 周磊, 宋燕州, 张月浪, 刘昌",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2978
2979,超声引导下微波消融在腹腔镜肝切除术中的应用研究,"黄河, 陈新桂, 黄品助, 姚志成, 杨培生, 刘波",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2979
2980,肝中静脉完全劈分的成人间劈离式肝移植临床研究,"魏林, 朱志军, 高伟, 杨涛, 曾志贵, 李俊杰",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2980
2981,五个不同分期系统对晚期肝癌患者生存的预测价值比较,"陈展洪, 董敏, 李星, 魏丽, 邢艳芳, 林曲, 温景芸, 马小琨, 吴祥元",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2981
2982,Habib 4X射频止血切割器在肝切除术中的应用价值,李立,2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2982
2983,超声造影对肝门部胆管癌的诊断价值,"许尔蛟, 任杰, 郑荣琴, 吴涛, 张曼, 李凯, 苏中振",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2983
2984,双歧杆菌、嗜酸乳杆菌及肠球菌三联活菌对大鼠肝切除术后细菌移位的影响,"陈文哲, 付宏望, 潘卫东, 刘波",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2984
2985,慢病毒介导siRNA沉默EGFR基因及其对胰腺癌细胞增殖和凋亡的影响,"法镇中, 江勇, 谭玉林, 吴宝强, 石亮荣",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2985
2986,骨桥蛋白对乙型肝炎病毒相关肝细胞肝癌根治性肝切除术后患者预后的预测价值,"王祖森, 吴力群, 李玉军, 姚如勇, 伊鑫, 耿超, 胡维昱, 韩冰",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2986
2987,罕见肝脏恶性纤维组织细胞瘤一例报告,"时吉庆, 胡红强, 彭凤翔, 杨烛",2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2987
2988,肝切除术后胆漏的诊断与治疗,岳树强,2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2988
2989,肝硬化门静脉高压症患者出血的预防与治疗,刘浔阳,2013,02,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2989
2990,胰头十二指肠切除术的热点问题浅析,"王捷, 朱玥, 殷子",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2990
2991,肝细胞肝癌微创综合治疗的现状与展望,张洪新,2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2991
2992,手术切除治疗肝血管瘤患者的临床研究,"吴新民, 秦长春, 刘林勋",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2992
2993,慢性重型肝炎和肝细胞肝癌患者肝移植围手术期T淋巴细胞亚群及其功能的变化,"李敏如, 汪根树, 汪国营, 张琪, 易慧敏",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2993
2994,胆管癌患者血清癌抗原19-9水平检测及其临床意义,"李汛, 严俊, 孟文勃, 张磊, 周文策, 朱克祥, 朱晓亮, 何雯婷, 白仲添",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2994
2995,自体门静脉在离体肝切除自体肝移植术中的应用,"卢倩, 唐腾骞, 别平, 杨占宇",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2995
2996,肝移植术后新发消化系统恶性肿瘤四例临床分析并文献复习,"牛斌, 易述红, 许赤, 易慧敏, 张琪, 孟炜, 李华, 杨扬, 陈规划",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2996
2997,灵芝孢子粉对肝细胞肝癌患者术后细胞免疫功能的影响,"甄作均, 王峰杰, 范国勇, 陈焕伟",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2997
2998,肝细胞肝癌患者血清和肝癌组织中fibulin-1蛋白的表达及其临床意义,"傅斌生, 刘炜, 张剑文, 台艳, 易慧敏, 张琪, 杨扬, 陈规划",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2998
2999,野生型-p53与JunB融合基因对裸鼠肝细胞肝癌移植瘤生长抑制作用的实验研究,"郭成, 段建峰, 刘青光, 张雷, 杨雪, 宋涛, 姚英民",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=2999
3000,活化态肝星状细胞对小鼠肝细胞肝癌血管形成、肿瘤生长及转移的作用,"陈之巨, 林楠, 潘楚芝, 卢逸, 许瑞云",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3000
3001,肝癌相关成纤维细胞对肝细胞肝癌影响的实验研究,"华学锋, 李团结, 贾昌昌, 陈冠中, 郭宇, 邱东波, 台艳, 张琪, 陈规划",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3001
3002,磁吻合技术在临床外科手术中的应用进展,"李建辉, 姚维杰, 刘仕奇, 王善佩, 郭龙, 吕毅",2013,03,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3002
3003,间充质干细胞应用现状及展望,"陈规划, 杨扬, 张琪, 潘国政",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3003
3004,数字医学技术在肝胆外科的临床应用,"刘洋, 郭伟",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3004
3005,闭合性肝外伤导致高位胆管狭窄患者的手术治疗,"于良, 师建华, 王博, 孙昊, 郝杰",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3005
3006,腹腔镜下C管胆道引流及胆总管一期缝合治疗肝外胆管结石患者的疗效分析,"钟跃思, 刘波, 邓美海, 山本訓史, 德原太豪, 潘卫东, 汤照峰, 林楠, 林继宗, 胡昆鹏, 许瑞云",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3006
3007,精准肝蒂离断技术在肝细胞肝癌解剖性肝段切除患者中的应用,"仇毓东, 周建新, 冯伟, 周铁, 汪洋, 毛谅",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3007
3008,外科围手术期休克患者应用6%中分子羟乙基淀粉130/0.4的安全性初步研究,"危敏, 易述红, 傅斌生, 李敏如, 安玉玲, 熊亮, 易慧敏",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3008
3009,急性生理学和慢性健康状况Ⅳ评分在评估肝移植术后患者预后中的应用,"胡月云, 刘媛, 刘波, 马盈盈, 颜君, 李铁花, 胡爱玲",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3009
3010,常规超声检查与超声造影对肝脏局灶性病变检出能力的比较,"黄泽萍, 王平, 郑荣琴, 许尔蛟",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3010
3011,妊娠合并肝细胞肝癌九例临床分析,"陈汉青, 邹粟花, 杨建波, 徐丽南",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3011
3012,肝移植患者围手术期氧化应激对术后肺部并发症的影响,"龚楚链, 谭芳, 黑子清, 周少丽, 黄荣城",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3012
3013,Kelly钳精细钳夹法切肝技术的临床应用,"喻智勇, 蔡强, 邬明, 高则海, 刘巧云, 马心逸",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3013
3014,家族聚集性肝细胞肝癌组织中S期激酶相关蛋白2和增殖细胞核抗原的表达及意义,"潘楚芝, 颜见, 李裕军, 陈骋, 邓美海, 林楠, 许瑞云",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3014
3015,肝移植治疗肝细胞肝癌合并门静脉癌栓一例报告（附视频）,"王博, 刘学民, 于良, 刘昌, 吕毅",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3015
3016,肝细胞肝癌肿瘤新生血管与抗癌治疗,"刘波, 杨扬",2013,04,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3016
3017,重视肝移植患者术后乙型病毒性肝炎复发的预防工作,"李玉民, 焦作义, 张冬红, 曹宏泰, 韩继祥",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3017
3018,经皮穿刺肝动脉化疗栓塞在肝细胞肝癌根治性切除术后的应用,"李少华, 陈敏山",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3018
3019,肝门部胆管癌患者外科治疗92例临床疗效分析,周光文,2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3019
3020,血清C-反应蛋白对进展期肝外胆管癌姑息性治疗患者预后的评估价值,"马湘, 张明进, 曲林林, 卢云, 张炳远",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3020
3021,家族聚集性肝细胞肝癌患者40例临床分析,"陈骋, 潘楚芝, 钟跃思, 姚志成, 颜见, 李明亮, 林楠, 许瑞云, 邓美海",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3021
3022,术后早期肠内营养在肝细胞肝癌半肝切除患者中的应用价值,"商昌珍, 张磊, 余达成, 曹君, 陈亚进",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3022
3023,胰腺中段切除术在胰腺良性及低度恶性肿瘤治疗中的应用价值,"孙健, 张建龙, 叶华, 朱玥, 殷子, 唐启彬, 徐鋆耀, 王捷",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3023
3024,经腔道超声造影用于诊断瘘的价值,"许尔蛟, 郭欢仪, 任洁, 张曼, 苏中振, 郑荣琴",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3024
3025,肝移植术后急性肾损伤的危险因素分析,"吕海金, 易述红, 陈艳, 易小猛, 魏绪霞, 安玉玲, 危敏, 李敏如, 陈规划, 易慧敏",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3025
3026,APACHE Ⅳ评分和MELD评分对肝移植术后患者死亡分辨能力研究,"胡月云, 刘波, 颜君, 李铁花, 马盈盈, 胡爱玲",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3026
3027,尿肾损伤分子-1在早期诊断急性梗阻性化脓性胆管炎并发急性肾损伤中的应用价值,"李称才, 李荣, 何涛, 刘宁江, 陈博艺",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3027
3028,家兔脑死亡后肝损伤机制,"钟自彪, 叶啟发, 范晓礼, 李玲, 王彦峰",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3028
3029,人脐带间充质干细胞对脂肪肝供肝肝移植大鼠保护作用的实验研究,"张英才, 杨卿, 汪国营, 刘剑戎, 许世磊, 李晓华, 程锦涛, 张琪, 杨扬, 陈规划",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3029
3030,Transglutaminase-2在肝细胞肝癌组织中的表达及其临床意义,"刘炜, 傅斌生, 曾新晨, 陈冠中, 易慧敏, 张琪, 杨扬, 陈规划",2013,05,02,https://zhgzwkssxdzzz.cma-cmc.com.cn//CN/article/downloadArticleFile.do?attachType=PDF&id=3030
