article_id,title,year,issue,volume,pages,pdf_url,doi
23005,南京市交通路口值勤交警COHb饱和率及发铅的调查研究,1985,2,4,4-5,https://www.zgggws.com/article/exportPdf?id=23005,
23007,云南省磷渣建材的放射性水平调查及其卫生学评价,1985,2,4,6-8,https://www.zgggws.com/article/exportPdf?id=23007,
23009,血清维生素A与白蛋白、血脂、体液免疫水平以及疾病间的关系,1985,2,4,9-11,https://www.zgggws.com/article/exportPdf?id=23009,
23010,微核率的水平对致癌危险度的评价,1985,2,4,11-11,https://www.zgggws.com/article/exportPdf?id=23010,
23014,纸币传播乙型肝炎的流行病学意义,1985,2,4,12-13,https://www.zgggws.com/article/exportPdf?id=23014,
23016,香烟中六六六农药残留量调查报告,1985,2,4,14-15,https://www.zgggws.com/article/exportPdf?id=23016,
23019,一起变质干咸带鱼引起食物中毒的调查报告,1985,2,4,15-15,https://www.zgggws.com/article/exportPdf?id=23019,
23024,一起斯坦利沙门氏菌食物中毒调查报告,1985,2,4,16-17,https://www.zgggws.com/article/exportPdf?id=23024,
23027,餐具乙型肝炎表面抗原污染情况调查,1985,2,4,18-18,https://www.zgggws.com/article/exportPdf?id=23027,
23029,新甲1及甲3型流感病毒混合流行的调查,1985,2,4,19-21,https://www.zgggws.com/article/exportPdf?id=23029,
23032,河北省伤寒杆菌噬菌体型别的分布,1985,2,4,22-24,https://www.zgggws.com/article/exportPdf?id=23032,
23036,怀化市急性腹泻患者病原菌调查分析,1985,2,4,25-26,https://www.zgggws.com/article/exportPdf?id=23036,
23038,1981年河南省黄河流域流行性出血热流行特征的调查（摘要）,1985,2,4,26-26,https://www.zgggws.com/article/exportPdf?id=23038,
23040,广州地区婴幼儿轮状病毒肠炎的调查,1985,2,4,27-28,https://www.zgggws.com/article/exportPdf?id=23040,
23043,从125例急性腹泻患者粪便中分离出13株弯曲菌空肠亚种的鉴定分析,1985,2,4,29-30,https://www.zgggws.com/article/exportPdf?id=23043,
23045,安徽省和县实验动物（大、小白鼠）饲养区流行性出血热疫源地的调查,1985,2,4,31-32,https://www.zgggws.com/article/exportPdf?id=23045,
23047,单剂吡喹酮治疗华支睾吸虫病的临床研究,1985,2,4,33-34,https://www.zgggws.com/article/exportPdf?id=23047,
23051,黑龙江省萝北县北亚蜱传斑疹热自然疫源地调查报告,1985,2,4,35-36,https://www.zgggws.com/article/exportPdf?id=23051,
23054,门诊腹泻病人和饮食从业人员沙门氏菌感染情况,1985,2,4,37-37,https://www.zgggws.com/article/exportPdf?id=23054,
23057,古丈县肺吸虫病流行病学调查,1985,2,4,38-39,https://www.zgggws.com/article/exportPdf?id=23057,
23060,南通市15所医院医源性污染情况检测报告,1985,2,4,40-41,https://www.zgggws.com/article/exportPdf?id=23060,
23062,氢氧化铝沉淀法检测污水中人肠道病毒的探讨,1985,2,4,41-42,https://www.zgggws.com/article/exportPdf?id=23062,
23065,固相致敏血球凝聚试验检测葡萄球菌肠毒素的研究,1985,2,4,43-46,https://www.zgggws.com/article/exportPdf?id=23065,
23070,寿命表法在疾病预防措施效果评价中的应用,1985,2,4,47-51,https://www.zgggws.com/article/exportPdf?id=23070,
23073,流行性出血热患者血清抗体检测方法的研究金黄色葡萄球菌吸附、酶标染色与免疫荧光方法的比较,1985,2,4,51-53,https://www.zgggws.com/article/exportPdf?id=23073,
23075,沪191株麻疹减毒活疫苗稳定性试验,1985,2,4,54-55,https://www.zgggws.com/article/exportPdf?id=23075,
23078,控制脊髓灰质炎国际讨论会,1985,2,4,56-56,https://www.zgggws.com/article/exportPdf?id=23078,
23079,用竹筒诱卵器观察白纹伊蚊的季节消长,1985,2,4,57-58,https://www.zgggws.com/article/exportPdf?id=23079,
23080,全国职业肿瘤调查总结会议召开,1985,2,4,58-58,https://www.zgggws.com/article/exportPdf?id=23080,
23086,甲型肝炎研究进展,1985,2,4,59-61,https://www.zgggws.com/article/exportPdf?id=23086,
23092,专科门诊与防治结合,1985,2,4,62-62,https://www.zgggws.com/article/exportPdf?id=23092,
23095,环境卫生学中常用英文缩写词（续）,1985,2,4,63-63,https://www.zgggws.com/article/exportPdf?id=23095,
23100,辽宁省清原县蜱传斑点热的血清学调查,1985,2,4,64-64,https://www.zgggws.com/article/exportPdf?id=23100,
23013,医院器械、物品、环境污染情况调查,1985,3,4,1-3,https://www.zgggws.com/article/exportPdf?id=23013,
23017,我国廿七省市156起沙门氏菌食物中毒概述,1985,3,4,4-5,https://www.zgggws.com/article/exportPdf?id=23017,
23020,酵米面黄杆菌食物中毒报告,1985,3,4,6-7,https://www.zgggws.com/article/exportPdf?id=23020,
23023,理发冷烫液所致皮炎的调查报告,1985,3,4,8-8,https://www.zgggws.com/article/exportPdf?id=23023,
23026,速灭磷对人体外周血淋巴细胞SCE率的影响,1985,3,4,9-10,https://www.zgggws.com/article/exportPdf?id=23026,
23031,一起圣保罗沙门氏菌食物中毒,1985,3,4,11-11,https://www.zgggws.com/article/exportPdf?id=23031,
23034,人畜间猪型流感病毒抗体调查,1985,3,4,12-14,https://www.zgggws.com/article/exportPdf?id=23034,
23037,流行性乙型脑炎早期诊断的几种特异性IgM抗体测定方法的实验观察,1985,3,4,14-16,https://www.zgggws.com/article/exportPdf?id=23037,
23044,用HBsAg滴度判定HBV传染性的理论和实际,1985,3,4,16-19,https://www.zgggws.com/article/exportPdf?id=23044,
23049,酶联免疫吸附试验检测麻疹IgG抗体的研究,1985,3,4,20-23,https://www.zgggws.com/article/exportPdf?id=23049,
23052,原发性肝细胞癌的病因研究（100例肝癌配对对照调查）,1985,3,4,23-25,https://www.zgggws.com/article/exportPdf?id=23052,
23056,浙江家鸭体内寄生蠕虫的分布调查,1985,3,4,25-25,https://www.zgggws.com/article/exportPdf?id=23056,
23059,四岁以下幼儿白喉抗体水平监测,1985,3,4,26-27,https://www.zgggws.com/article/exportPdf?id=23059,
23063,麻疹的再感染及其对麻疹疫苗再免问题的探讨,1985,3,4,28-31,https://www.zgggws.com/article/exportPdf?id=23063,
23066,辽宁省1983年法定传染病漏报调查,1985,3,4,31-33,https://www.zgggws.com/article/exportPdf?id=23066,
23069,控制三带喙库蚊媒介效能的研究,1985,3,4,34-37,https://www.zgggws.com/article/exportPdf?id=23069,
23071,对大隆毒饵回合式投饵灭家鼠效果的分段观察,1985,3,4,37-38,https://www.zgggws.com/article/exportPdf?id=23071,
23149,示波极谱法测定饮用酒中微量铅,1985,3,4,39-41,https://www.zgggws.com/article/exportPdf?id=23149,
23125,南方六个冶金矿区居民死因和寿命损失量分析,1985,3,4,41-43,https://www.zgggws.com/article/exportPdf?id=23125,
23129,集中度在流行病学分析中的初步探讨集中度的计算方法简介,1985,3,4,43-45,https://www.zgggws.com/article/exportPdf?id=23129,
23130,疾病监测的信息管理和使用,1985,3,4,46-47,https://www.zgggws.com/article/exportPdf?id=23130,
23133,涪陵地区410名卫生防疫技术人员现状分析,1985,3,4,48-52,https://www.zgggws.com/article/exportPdf?id=23133,
23136,对我站现行两种反馈形式的探讨,1985,3,,,https://www.zgggws.com/article/exportPdf?id=23136,
23140,布鲁氏菌病国外研究进展,1985,3,4,54-57,https://www.zgggws.com/article/exportPdf?id=23140,
23144,结核病的防治对策与瞻望,1985,3,4,58-64,https://www.zgggws.com/article/exportPdf?id=23144,
23081,对噪声性聋诊断和健康管理的建议,1985,4,4,1-2,https://www.zgggws.com/article/exportPdf?id=23081,
23082,大连市大气硫酸雾浓度的调查分析,1985,4,4,3-4,https://www.zgggws.com/article/exportPdf?id=23082,
23084,济宁市糕点食品卫生质量调查,1985,4,4,5-7,https://www.zgggws.com/article/exportPdf?id=23084,
23087,因食霉梨引起光过敏性皮炎的食物中毒调查研究,1985,4,4,8-9,https://www.zgggws.com/article/exportPdf?id=23087,
23089,从酵米面中毒死亡尸检心血中检出黄杆菌,1985,4,4,9-9,https://www.zgggws.com/article/exportPdf?id=23089,
23093,河北省产毒肉毒梭菌在自然环境中污染情况初步报告,1985,4,4,10-11,https://www.zgggws.com/article/exportPdf?id=23093,
23094,鸡宰杀加工过程中肠道致病菌散布的调查,1985,4,4,12-14,https://www.zgggws.com/article/exportPdf?id=23094,
23097,沈阳地区几种冬季窖藏蔬菜抗坏血酸含量变化观察,1985,4,4,15-18,https://www.zgggws.com/article/exportPdf?id=23097,
23099,天津市河北区卫生系统327名吸烟者吸烟心理动机调查分析,1985,4,4,18-19,https://www.zgggws.com/article/exportPdf?id=23099,
23102,1976年唐山大地震后的防疫工作和措施评价,1985,4,4,20-24,https://www.zgggws.com/article/exportPdf?id=23102,
23104,动物血清中的HBsAg类似物,1985,4,4,24-24,https://www.zgggws.com/article/exportPdf?id=23104,
23119,北京地区儿童中肠道病毒（Coxsackie和ECHO）抗体调查,1985,4,4,25-28,https://www.zgggws.com/article/exportPdf?id=23119,
23121,一起流行性成人腹泻暴发流行的调查,1985,4,4,29-30,https://www.zgggws.com/article/exportPdf?id=23121,
23126,国内首次发现大白鼠带流行性出血热病毒抗原,1985,4,4,31-33,https://www.zgggws.com/article/exportPdf?id=23126,
23132,太原市某学院肾综合征出血热暴发特点的调查研究,1985,4,4,34-36,https://www.zgggws.com/article/exportPdf?id=23132,
23137,居民病伤死亡原因调查的质量监测,1985,4,4,37-38,https://www.zgggws.com/article/exportPdf?id=23137,
23141,羊抗人链血清的制备,1985,4,4,38-40,https://www.zgggws.com/article/exportPdf?id=23141,
23145,用序贯和对比方法分析流行性出血热流行因素,1985,4,4,41-42,https://www.zgggws.com/article/exportPdf?id=23145,
23147,水中锰测定方法的探讨,1985,4,4,43-44,https://www.zgggws.com/article/exportPdf?id=23147,
23151,河北省1983年麻疹计划免疫成本效益的分析,1985,4,4,45-45,https://www.zgggws.com/article/exportPdf?id=23151,
23154,检出限和灵敏度,1985,4,4,46-48,https://www.zgggws.com/article/exportPdf?id=23154,
23156,麻疹抗体持久性研究,1985,4,4,49-54,https://www.zgggws.com/article/exportPdf?id=23156,
23157,浅谈流行性出血热监测和控制方法问题,1985,4,4,55-57,https://www.zgggws.com/article/exportPdf?id=23157,
23159,把游泳池的卫生管理具体化,1985,4,4,58-58,https://www.zgggws.com/article/exportPdf?id=23159,
23161,滇西北维西县长潜伏期间日疟实验感染观察,1985,4,4,59-59,https://www.zgggws.com/article/exportPdf?id=23161,
23163,结核病的防治对策与瞻望（续）,1985,4,4,60-64,https://www.zgggws.com/article/exportPdf?id=23163,
23083,大气污染对健康影响的早期表现,1985,5,4,1-3,https://www.zgggws.com/article/exportPdf?id=23083,
23085,有色金属矿山镉污染的调查简报,1985,5,4,3-4,https://www.zgggws.com/article/exportPdf?id=23085,
23088,中国麻风防治协会等成立,1985,5,4,4-4,https://www.zgggws.com/article/exportPdf?id=23088,
23090,乌鲁木齐市天然电离辐射外照射水平及其所致居民剂量,1985,5,4,5-7,https://www.zgggws.com/article/exportPdf?id=23090,
23091,火法和湿法炼汞对工人健康影响的比较,1985,5,4,7-8,https://www.zgggws.com/article/exportPdf?id=23091,
23096,食糖卫生质量标准探讨,1985,5,4,9-10,https://www.zgggws.com/article/exportPdf?id=23096,
23098,南宁市被动吸烟情况（摘要）,1985,5,4,10-10,https://www.zgggws.com/article/exportPdf?id=23098,
23101,云南省潞西县四个傣族村寨出生缺陷现况调查,1985,5,4,11-12,https://www.zgggws.com/article/exportPdf?id=23101,
23103,一起院内小儿鼠伤寒沙门氏菌交叉感染的报告（摘要）,1985,5,4,12-12,https://www.zgggws.com/article/exportPdf?id=23103,
23105,徽县2334名婴儿出生缺陷的监测报告,1985,5,,,https://www.zgggws.com/article/exportPdf?id=23105,
23106,自腹泻患者中分离溶藻性弧菌及其病原性的探讨,1985,5,4,15-18,https://www.zgggws.com/article/exportPdf?id=23106,
23108,武汉市秋冬季婴幼儿腹泻病原组成的研究,1985,5,4,19-20,https://www.zgggws.com/article/exportPdf?id=23108,
23111,硒防治大骨节病X线效果的探讨,1985,5,4,21-23,https://www.zgggws.com/article/exportPdf?id=23111,
23114,玻片固相抗体吸附免疫荧光技术（SPAIF）对菌痢快速诊断效果的评价,1985,5,4,24-27,https://www.zgggws.com/article/exportPdf?id=23114,
23116,中国第一届国际麻风学术交流会即将召开,1985,5,4,27-27,https://www.zgggws.com/article/exportPdf?id=23116,
23120,当前防制麻疹策略及麻疹活疫苗免疫程序的探讨,1985,5,4,28-30,https://www.zgggws.com/article/exportPdf?id=23120,
23123,微波杀灭病毒的实验研究,1985,5,4,31-33,https://www.zgggws.com/article/exportPdf?id=23123,
23128,病毒的食物传播,1985,5,,,https://www.zgggws.com/article/exportPdf?id=23128,
23131,中国麻风病防治工作全面而重大的改革,1985,5,4,36-43,https://www.zgggws.com/article/exportPdf?id=23131,
23134,关于法国卫生事业管理的考察报告,1985,5,4,43-49,https://www.zgggws.com/article/exportPdf?id=23134,
23138,关于罗马尼亚卫生事业管理的考察报告,1985,5,,,https://www.zgggws.com/article/exportPdf?id=23138,
23142,日本预防保健工作简介,1985,5,4,55-59,https://www.zgggws.com/article/exportPdf?id=23142,
23150,农村饮水适宜技术及卫生管理考察组赴美国、加拿大考察报告,1985,5,4,60-63,https://www.zgggws.com/article/exportPdf?id=23150,
23107,饮水中亚硝酸盐在存放和煮沸后含量变动的观察,1985,6,4,1-2,https://www.zgggws.com/article/exportPdf?id=23107,
23109,防止漂白粉(液氯)消毒对环境二次污染问题的探讨,1985,6,4,3-3,https://www.zgggws.com/article/exportPdf?id=23109,
23110,不同环境污染地区居民患病情况及其死因分析,1985,6,4,4-6,https://www.zgggws.com/article/exportPdf?id=23110,
23112,从医院污水中分离肠道病毒的初步报告,1985,6,4,6-7,https://www.zgggws.com/article/exportPdf?id=23112,
23113,黑龙江省不同人群酵米面黄杆菌抗体水平测定,1985,6,4,8-9,https://www.zgggws.com/article/exportPdf?id=23113,
23115,吃饺子两次引起同一家庭厌氧梭菌食物中毒的报告,1985,6,4,10-11,https://www.zgggws.com/article/exportPdf?id=23115,
23117,试谈天然水分类,1985,6,4,11-11,https://www.zgggws.com/article/exportPdf?id=23117,
23118,食品的酵母和霉菌计数及其卫生学意义,1985,6,4,12-14,https://www.zgggws.com/article/exportPdf?id=23118,
23122,八种食品中蜡样芽胞杆菌的调查与研究,1985,6,4,14-16,https://www.zgggws.com/article/exportPdf?id=23122,
23124,天津地区人畜弓形体病感染情况调查初探,1985,6,4,16-16,https://www.zgggws.com/article/exportPdf?id=23124,
23127,长期饮酒及戒酒后肝损伤的变化,1985,6,4,17-18,https://www.zgggws.com/article/exportPdf?id=23127,
23135,实验性米糠尘肺病理的初步观察,1985,6,4,19-20,https://www.zgggws.com/article/exportPdf?id=23135,
23139,山东师范大学学生视力、屈光及眼轴的调查报告,1985,6,4,21-23,https://www.zgggws.com/article/exportPdf?id=23139,
23143,226株蜡样芽胞杆菌生化和血清分型,1985,6,4,24-25,https://www.zgggws.com/article/exportPdf?id=23143,
23146,沈阳市新城子区肝吸虫病流行病学调查,1985,6,4,25-25,https://www.zgggws.com/article/exportPdf?id=23146,
23148,流行性出血热病毒的形态学研究陕西分离株82010H、84H1株的电镜形态特征,1985,6,4,26-27,https://www.zgggws.com/article/exportPdf?id=23148,
23152,用VeroE6细胞直接从流行性出血热疫区黑线姬鼠鼠肺分离HFRS病毒的研究,1985,6,4,28-30,https://www.zgggws.com/article/exportPdf?id=23152,
23153,家鼠型流行性出血热十户家庭暴发报告,1985,6,4,30-31,https://www.zgggws.com/article/exportPdf?id=23153,
23155,流感流行情况及病毒抗原性状分析,1985,6,4,32-34,https://www.zgggws.com/article/exportPdf?id=23155,
23158,温州市甲、乙型肝炎住院病例血清分型调查,1985,6,4,35-37,https://www.zgggws.com/article/exportPdf?id=23158,
23160,沈阳地区婴幼儿秋季腹泻的病原学研究208例ELISA方法检测轮状病毒抗原,1985,6,4,38-39,https://www.zgggws.com/article/exportPdf?id=23160,
23162,试论伤寒发病率、家庭引入率及续发率与年龄组的关系,1985,6,4,40-41,https://www.zgggws.com/article/exportPdf?id=23162,
23164,从一例急性腹泻患者粪便中同时检出侵袭性大肠杆菌及空肠弯曲菌的报告,1985,6,,,https://www.zgggws.com/article/exportPdf?id=23164,
23165,测定植物油制糕点变败新方法液上气体法测定正己醛,1985,6,4,43-45,https://www.zgggws.com/article/exportPdf?id=23165,
23167,山东省陵县感染性腹泻中产肠毒素大肠杆菌的分离和鉴定,1985,6,4,45-47,https://www.zgggws.com/article/exportPdf?id=23167,
23168,荧光SPA检测流行性出血热病人血清抗体的初步研究,1985,6,4,48-49,https://www.zgggws.com/article/exportPdf?id=23168,
23176,河北省1324月龄儿童麻疹、白喉和破伤风免疫水平的监测,1985,6,,,https://www.zgggws.com/article/exportPdf?id=23176,
23177,聚氯乙稀药物缓释剂杀灭苍蝇的效果观察,1985,6,4,51-52,https://www.zgggws.com/article/exportPdf?id=23177,
23181,彻底灭家鼠后较多的黑线姬鼠迁入村内的调查报告(摘要),1985,6,4,53-53,https://www.zgggws.com/article/exportPdf?id=23181,
23183,霍乱参考标准抗毒素的研制,1985,6,4,54-56,https://www.zgggws.com/article/exportPdf?id=23183,
23186,弯曲杆菌的细菌学,1985,6,4,56-59,https://www.zgggws.com/article/exportPdf?id=23186,
23187,皮蛋中铅残留量的调查研究,1985,6,,,https://www.zgggws.com/article/exportPdf?id=23187,
23188,中国公共卫生一九八五年 第四卷 第一～六期目录,1985,6,,,https://www.zgggws.com/article/exportPdf?id=23188,
23166,空气中可吸入颗粒物及其有害成份的调查,1986,1,5,1-4,https://www.zgggws.com/article/exportPdf?id=23166,
23169,大兴安岭地区采暖季节一学日内教室微小气候初步分析,1986,1,5,4-6,https://www.zgggws.com/article/exportPdf?id=23169,
23170,河北省中小学生口腔疾病监测,1986,1,5,6-7,https://www.zgggws.com/article/exportPdf?id=23170,
23190,茶叶氟含量与尿氟的关系,1986,1,5,7-9,https://www.zgggws.com/article/exportPdf?id=23190,
23192,非发酵豆制品细菌学调查报告,1986,1,5,9-10,https://www.zgggws.com/article/exportPdf?id=23192,
23195,一次由病牛沙门氏菌引起的食物中毒,1986,1,5,11-12,https://www.zgggws.com/article/exportPdf?id=23195,
23197,农机作业噪声对机务工健康影响的调查,1986,1,5,12-13,https://www.zgggws.com/article/exportPdf?id=23197,
23198,山东省居民医用诊断X线检查群体剂量估算,1986,1,5,13-15,https://www.zgggws.com/article/exportPdf?id=23198,
23200,环境外照贯穿辐射剂量水平的测量与研究,1986,1,5,15-16,https://www.zgggws.com/article/exportPdf?id=23200,
23203,山梨酸诱发产生高浓度黄曲霉毒素B1实验报告,1986,1,5,16-18,https://www.zgggws.com/article/exportPdf?id=23203,
23204,脱脂无毒棉仁蛋白质动物营养试验,1986,1,5,19-21,https://www.zgggws.com/article/exportPdf?id=23204,
23207,中南四省(区)急性感染性腹泻病原学及流行病学研究,1986,1,5,21-26,https://www.zgggws.com/article/exportPdf?id=23207,
23209,F群弧菌引起腹泻的流行病学调查分析,1986,1,5,27-29,https://www.zgggws.com/article/exportPdf?id=23209,
23211,七、八十年代我国志贺氏Ⅰ型痢疾流行情况,1986,1,5,30-34,https://www.zgggws.com/article/exportPdf?id=23211,
23214,上海地区03岁小儿腹泻的病原学研究,1986,1,5,35-37,https://www.zgggws.com/article/exportPdf?id=23214,
23215,福建省沿海河弧菌病初查,1986,1,5,37-39,https://www.zgggws.com/article/exportPdf?id=23215,
23218,我国病毒性肝炎流行病学研究进展,1986,1,5,40-42,https://www.zgggws.com/article/exportPdf?id=23218,
23220,小儿空肠弯曲菌肠炎和部分家禽家畜带菌状况调查,1986,1,5,43-43,https://www.zgggws.com/article/exportPdf?id=23220,
23221,阳泉市三年来痢疾杆菌菌型分布及耐药性调查,1986,1,5,44-44,https://www.zgggws.com/article/exportPdf?id=23221,
23224,辽宁省手足口病病原Coxsackie A16病毒的研究,1986,1,5,45-45,https://www.zgggws.com/article/exportPdf?id=23224,
23226,一次水貂流行脑脊髓膜炎的调查报告,1986,1,5,46-47,https://www.zgggws.com/article/exportPdf?id=23226,
23228,一株无钩的黄疸出血群钩端螺旋体的鉴定,1986,1,5,48-49,https://www.zgggws.com/article/exportPdf?id=23228,
23231,一起鼠伤寒沙门氏菌所致的新生儿胃肠炎暴发流行,1986,1,5,50-51,https://www.zgggws.com/article/exportPdf?id=23231,
23233,一起甲型肝炎暴发合并甲乙型肝炎重叠感染的调查报告,1986,1,5,51-53,https://www.zgggws.com/article/exportPdf?id=23233,
23235,福建省建阳地区正常人群风疹血清流行病学监测,1986,1,5,53-55,https://www.zgggws.com/article/exportPdf?id=23235,
23238,臭虫人工感染HBsAg的研究,1986,1,5,56-58,https://www.zgggws.com/article/exportPdf?id=23238,
23240,山丘型地区消灭血吸虫病后彻底灭螺价值的探讨,1986,1,5,58-60,https://www.zgggws.com/article/exportPdf?id=23240,
23242,黄石市大冶卫氏并殖吸虫流行病学调查及防治的报告,1986,1,5,61-62,https://www.zgggws.com/article/exportPdf?id=23242,
23243,咪唑酸酯与青霉素对金地鼠实验性钩端螺旋体感染治疗效果的比较,1986,1,5,62-64,https://www.zgggws.com/article/exportPdf?id=23243,
23172,流行性腹泻的流行特征,1986,2,5,1-2,https://www.zgggws.com/article/exportPdf?id=23172,
23175,婴幼儿轮状病毒腹泻,1986,2,5,2-3,https://www.zgggws.com/article/exportPdf?id=23175,
23178,成人轮状病毒腹泻,1986,2,5,3-3,https://www.zgggws.com/article/exportPdf?id=23178,
23179,谈谈小儿中流行的腹泻病及主要对策,1986,2,5,4-4,https://www.zgggws.com/article/exportPdf?id=23179,
23180,有关婴幼儿腹泻治疗的一些看法,1986,2,5,5-5,https://www.zgggws.com/article/exportPdf?id=23180,
23182,大连市部分人群一日膳食中六六六、DDT摄入量的调查,1986,2,5,5-6,https://www.zgggws.com/article/exportPdf?id=23182,
23184,15省市主要水产品中甲基汞污染情况调查及其制订卫生标准初探,1986,2,5,7-8,https://www.zgggws.com/article/exportPdf?id=23184,
23244,对腹泻流行病学研究的几点浅见,1986,2,5,9-9,https://www.zgggws.com/article/exportPdf?id=23244,
23189,关于海带、紫菜、虾皮、淡菜中无机砷、有机砷和总砷含量的调查报告,1986,2,5,10-11,https://www.zgggws.com/article/exportPdf?id=23189,
23191,福建省周宁县首次发现社鼠和黄毛鼠携带流行性出血热病毒抗原,1986,2,5,11-13,https://www.zgggws.com/article/exportPdf?id=23191,
23193,"以水层滤除熟肉制品熏烟中致癌物3,4苯并芘的实验研究",1986,2,5,12-13,https://www.zgggws.com/article/exportPdf?id=23193,
23194,广东某些地方食品和海产制品中的挥发性亚硝胺,1986,2,5,14-17,https://www.zgggws.com/article/exportPdf?id=23194,
23196,污染奶粉引起食物中毒的调查报告(摘要),1986,2,5,17-17,https://www.zgggws.com/article/exportPdf?id=23196,
23199,68名飞行员膳食营养调查报告,1986,2,5,18-18,https://www.zgggws.com/article/exportPdf?id=23199,
23201,急性腹泻患者病原学、流行病学及临床特征的研究,1986,2,5,19-21,https://www.zgggws.com/article/exportPdf?id=23201,
