article_id,title,authors,doi,detail_url,pdf_url,issue_url
354,联合应用坦素罗辛与溴吡斯的明治疗宫颈癌术后尿潴留,任爱民   杨  丹   韩立敏　 许  明  张秀珍  屠蕊沁&#0;,,https://jms.fudan.edu.cn/CN/Y2008/V35/I3/373,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=354,https://jms.fudan.edu.cn/CN/Y2008/V35/I3
3,小鼠CD80和CD86基因RNA干扰慢病毒载体的构建及体外对树突状细胞的作用,顾晓冬 洪军 项建斌 陈宗祐,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/477,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=3,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
4,大鼠肺移植供肺保存过程中细胞死亡类型的动态变化,丁建勇 葛棣 谭黎杰 郑如恒 王群,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/489,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=4,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
6,MSCT肝动脉造影在肝移植受体术前评估中的应用,丁莺 严福华 徐鹏举 陈刚 缪熙音 陆海峰 曾良斌,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/494,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=6,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
1,耐药逆转剂对人乳腺癌细胞P-糖蛋白、EMMPRIN和MMP表达的影响,李海霞 唐峰 王文娟 李清泉 包芸 陈琦 许祖德;△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/498,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=1,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
8,Snail在17β雌二醇所引起的卵巢透明细胞癌ES-2细胞系侵袭力增加中的作用,丁景新 丰有吉△  殷莲华  金鸿雁 尧良清 刘晓霞,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/504,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=8,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
2,人体坐骨神经连续组织切片三维重建研究,陈增淦 △ 张猛 张健 陈统一 夏庆 谢水生 胡平 李华,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/510,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=2,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
9,兔股动脉粥样硬化斑块模型中TF及TFPI的变化规律,黄成磊 罗心平△ 李剑 梁旺 施海明 马端△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/514,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=9,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
5,HER4基因抑制对食管癌细胞Eca-109迁移和侵袭能力的影响,逄旭光 范虹 葛棣△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/521,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=5,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
10,原发性肝癌发病年龄的遗传方差分量模型研究,郜艳晖 姜庆五Δ 丁保国 张丕德 陈思东,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/528,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=10,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
11,乙型肝炎病毒X基因变异和慢性乙型肝炎患者临床与组织病理学指标的相关性,包芸 朱虹光 张慧萍 凌玉琴 胡锡琪 朱荣Δ,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/533,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=11,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
12,异氟烷预处理对大鼠心肌缺血再灌注损伤的保护作用,姜琳 王琛 覃琴 刘霞 朱江 谢红,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/539,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=12,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
13,"过表达α1,3-岩藻糖基转移酶Ⅶ通过增强p38MAPK信号通路抑制UVC照射诱导的人肝癌SMMC-7721细胞的凋亡",王 琼 王 浩 胡敏 申宗侯 张 英△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/543,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=13,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
7,高效液相色谱法测定中国健康志愿者血清中坎地沙坦及坎地沙坦西酯片的体内药动学,周玲洁 戴维 顾丽华 王以俭黄仲义梁建英,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/552,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=7,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
15,浙江省德清县农村社区成人HBsAg阳性率调查,付朝伟;王学才;王法弟;宋建根;朱建福;卫国荣;陈跃;姜庆五 △,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/556,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=15,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
14,大鼠肺缺血再灌注损伤后前炎症细胞因子IL-1βmRNA的表达分析,陈乾坤 姜格宁 丁嘉安 谢博雄 陈晓峰,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/560,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
262,"α1,3 FucT-VII基因转染对人结肠癌LOVO细胞的作用",李文桦 罗建民 张英 张文,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/569,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=262,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
16,CITED2基因SGJ序列插入突变与先天性心脏病发病,彭婷 李笑天  王丽,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/574,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=16,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
263,Robo4在实体肿瘤血管新生中的表达及其意义,张 波 吴国豪 吴肇汉 秦新裕,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/585,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=263,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
264,RNAi抑制水通道蛋白5表达及其对细胞株粘蛋白合成、分泌的影响,陈智鸿 高磊 祝蓉 白莉 白春学,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/590,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=264,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
265,乏血供肝脏肿瘤经肝动脉化疗栓塞后胆汁瘤形成（附11例报道）,龚高全 王小林△ 王建华 颜志平 程洁敏 刘嵘 刘清欣 钱晟 陈颐 李国平,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/597,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=265,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
266,不同方药对多囊卵巢综合征高瘦素血症的影响,贾丽娜 王兴娟△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/601,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=266,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
268,改良手助腹腔镜下脾切除术(附12例报道),吴海福△ 叶挺 盛卫忠 顾大镛,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/605,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=268,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
267,宫腔镜检查对老年妇女异常阴道流血病因分析,汪 清 陈 敏 郑瑞莲 隋 龙△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/609,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=267,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
269,超声乳化人工晶体植入术后24小时内眼压变化,周 赟 李秋华△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/613,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=269,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
270,人肝脏星状细胞的一种改良分离方法,王满 郭津生&#0;涂传涛 王吉耀 Scott L. Friedman;,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/617,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=270,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
271,2-甲氧基雌二醇合成方法的改进,蒋皓 夏鹏,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/621,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=271,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
272,用骨髓间充质干细胞移植治疗下肢缺血性疾病的研究进展,赵 洋  符伟国△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/624,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=272,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
273,胸膜孤立性纤维瘤的诊断和治疗,卢春来   葛棣   纪元,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/632,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=273,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
274,代谢组学在肿瘤诊断应用中的新进展,吴昊  薛如意   沈锡中△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I4/632,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=274,https://jms.fudan.edu.cn/CN/Y2008/V35/I4
277,甲状腺乳头状癌组织中线粒体DNA含量的变化,孙团起 边建超 朱晓丽 李端树 王卓颖 吴毅△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/635,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=277,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
276,乳腺癌患者保乳治疗选择的社会心理因素分析,林燕苹;陈述政;殷文瑾;陆劲松△;狄根红;吴炅;沈坤炜;韩企夏;沈镇宙;邵志敏,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/641,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=276,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
278,中潜伏期听觉诱发电位与意识状态和认知功能的关系,俞莹芳 唐辉毅△ 周守静,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/646,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=278,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
275,丙泊酚靶浓度对开颅术中唤醒时间的影响,施宏 梁伟民 张军,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/651,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=275,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
279,人成纤维细胞饲养层的制备及其对胚胎干细胞生长支持作用,米蔷 何志旭△ 段茂利 王志华 杨燕,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/654,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=279,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
280,丹那唑对小鼠子宫内膜异位种植的抑制及其机制,俞而慨 程明军 张晓燕 黄宇婷 邹琴娣 徐丛剑△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/661,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=280,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
282,超声在判断外周神经合缝合后再生状况中的应用,陈为民;陈琳;杨永明;王怡△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/667,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=282,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
281,急性肺损伤/急性呼吸窘迫综合征患者凝血纤溶系统的变化,叶伶 金美玲△ 徐晓波 高磊 白春学 朱蕾,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/671,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=281,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
284,"ARIMA模型和GM(1,1)模型预测全国3种肠道传染病发病率",金如锋△;邱宏;周霞;黄品贤;王中民;魏建子,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/675,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=284,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
283,胸主动脉夹层与动脉瘤组织转化生长因子-β1表达的比较,杨守国&#0;王春生 陈昊 洪涛 赖颢 朱仕杰,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/681,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=283,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
285,开颅和腹部手术患者苏醒期脑过度灌注现象的比较,杨笑宇 周守静 俞莹芳,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/687,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=285,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
286,血吸虫卵及环丙沙星对小鼠TNBS肠炎的预防作用,赵媛 张顺财 江捷 邹峻 刘红春△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/692,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=286,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
287,基于表位多肽的抗TRIM22抗体的制备及其初步应用,高波 段志坚 高震 洪晓武 徐薇 熊思东,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/697,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=287,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
288,自体腹膜覆盖聚丙烯补片抗粘连作用的实验研究,花荣 姚琪远 陈浩 丁锐 何凯 倪泉兴,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/702,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=288,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
290,糠酸莫米松鼻用即型凝胶剂的制备及质量评价,任晓维;曹师磊;陈钧;陈恩;蒋新国△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/707,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=290,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
289,丙泊酚对颈髓损伤大鼠心肌的保护作用,徐振东;石学银;何星颖;邹最;李盈科,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/711,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=289,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
291,新型自适应光学系统对活体人眼视网膜细微结构的观察,姜春晖△ 凌宁 王文吉 张雨东徐格致饶学军,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/715,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=291,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
295,GLP-1（7－36）及其拟似物Exendin-4阻断高血糖诱导的胰腺血流重分布,吴琳 黄镇 Åke Sjöholm 高鑫△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/720,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=295,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
292,慢性应激与躯体化症状关系的实验研究,蒋蔚茹△ 徐三荣 时俊 蔡亦蕴 施慎逊,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/724,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=292,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
293,清心Ⅱ号抗病毒性心肌炎心肌凋亡和纤维化的效应及机制,王保奇;刘 旺 窦丽萍 程志清△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/729,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=293,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
294,双荧光标记法定量检测Igf-2r在克隆牛组织中的表达,蔡 霞;龙健儿;△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/734,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=294,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
296,3-(4-羟基苯基)-6-甲氧基-7-羟基-4H-色烯-4-酮的合成及其抑制新生血管的作用,任 毅 李涵彬 王 蕾 曹 霖 夏 鹏 张 倩Δ,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/739,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=296,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
298,无心跳供体大鼠同种异体左肺原位移植模型的热缺血时限,徐松涛△;郭卫刚;谭黎杰;丁建勇;王群,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/742,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=298,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
297,丛生蛋白反义核苷酸对裸鼠人膀胱癌模型的肿瘤抑制作用,许文平;林宗明;张建平;侯佳舟;王国民,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/747,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=297,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
299,磁共振评价模型猪心肌缺血的ROC曲线分析,杨姗 曾蒙苏 张志勇Δ 曾欣 饶圣祥 金航 陈财忠,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/751,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=299,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
300,内皮素-1对紫杉醇诱导激素非依赖性前列腺癌细胞PC3凋亡的影响,武睿毅 王国民△ 王杭 张立,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/756,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=300,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
301,羊水栓塞致死的法医学鉴定—附5例法医病理学报告,陈龙;贾建长;赵子琴;顾云菊;李中;施振忠;刘晓中,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/760,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=301,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
302,局灶节段性肾小球硬化对特发性膜性肾病患者预后的意义,陈越 丁小强 钟一红 蒋素华 俞小芳,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/764,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=302,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
304,单个种植义齿修复的软组织美学效果评价,李凤波 俞立英△ 周艺,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/768,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=304,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
303,痛风性关节炎误诊为化脓性膝关节炎的病例分析,苏家春 俞永林△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/771,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=303,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
305,肾脏病变血流灌注超声造影定量分析研究进展,董怡（综述）;王文平△（审校）,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/775,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=305,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
306,移植物抗宿主病与移植物抗白血病效应研究新进展,马洁娴 谢彦晖,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/779,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=306,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
308,肿瘤坏死因子相关诱导凋亡配体与肿瘤治疗的关系进展,张明 周梁&#0;,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/782,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=308,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
307,Dysadherin在肿瘤中表达的临床意义及作用的可能机制,刘丹丹△ 陈增良,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/786,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=307,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
310,Apelin对肺血管内皮细胞增殖和抗凋亡的作用,吴德华 姜 桢 △ 郭克芳 陈瑞珍,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/789,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=310,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
309,羟基氯喹引起的神经精神症状3例报道,姜林娣 马莉莉,,https://jms.fudan.edu.cn/CN/Y2008/V35/I5/792,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=309,https://jms.fudan.edu.cn/CN/Y2008/V35/I5
311,阿霉素诱导人肝癌细胞株SMMC-7721凋亡及其机制,周密△ 李增霞 查锡良,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/793,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=311,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
344,应用ARIMA模型预测广西孕产妇死亡率的可行性研究,黎健; 陈荔丽 陈树珍 赵耐青 钱序△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/799,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=344,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
316,CTLA-4启动子区多态性与江南地区汉族人群SLE临床表型的相关性研究,齐媛媛 杨晓惠 孔令杰 高淑娜 江峰 付朝伟 王宝涛 许爱娥 孟炜,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/806,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=316,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
339,人组织因子在毕赤酵母中的表达和纯化,王羽雄  于敏  顾银良  宋后燕△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/811,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=339,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
313,不同材料镫骨赝复体术后听力效果的有限元分析,黄新生 姚文娟△ 付黎杰 谢晓凤 刘骏桢 林江 聂喜林,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/815,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=313,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
317,二恶英染毒诱导相同芳香烃受体小鼠肝脏基因的差异表达,吴庆&#0; 常秀丽 周志俊 大迫诚一郎 远山千春,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/819,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=317,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
318,婴儿早期血浆磷脂脂肪酸水平对体质指数的影响,王琴;周婷婷;张婷艳;Strandvik B;Zetterström R;彭咏梅△,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/824,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=318,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
314,高龄活体亲属供肾移植14例临床分析,王继纳 程宙 许明 戎瑞明 王国民 朱同玉&#;,,https://jms.fudan.edu.cn/CN/Y2008/V35/I6/829,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=314,https://jms.fudan.edu.cn/CN/Y2008/V35/I6
